"Gene ID","Sequence Level","Is Top Level","Genomic Sequence","lc_project_id","Location","organismAbbrev","start","end","is_reversed","start_context","end_context"
"cgd1_590","chromosome","1","CM000429","cryptodb","133646 - 141229 (-)","cparIowaII","133646","141229","-","128646","146229"
"cgd1_60","chromosome","1","CM000429","cryptodb","16597 - 17499 (+)","cparIowaII","16597","17499","+","11597","22499"
"cgd1_600","chromosome","1","CM000429","cryptodb","141693 - 143247 (-)","cparIowaII","141693","143247","-","136693","148247"
"cgd1_610","chromosome","1","CM000429","cryptodb","143466 - 144229 (+)","cparIowaII","143466","144229","+","138466","149229"
"cgd1_620","chromosome","1","CM000429","cryptodb","144482 - 145798 (+)","cparIowaII","144482","145798","+","139482","150798"
"cgd1_630","chromosome","1","CM000429","cryptodb","146344 - 147273 (+)","cparIowaII","146344","147273","+","141344","152273"
"cgd1_640","chromosome","1","CM000429","cryptodb","147624 - 153926 (-)","cparIowaII","147624","153926","-","142624","158926"
"cgd1_645","chromosome","1","CM000429","cryptodb","152853 - 152933 (-)","cparIowaII","152853","152933","-","147853","157933"
"cgd1_650","chromosome","1","CM000429","cryptodb","153238 - 157059 (-)","cparIowaII","153238","157059","-","148238","162059"
"cgd1_660","chromosome","1","CM000429","cryptodb","157604 - 158620 (-)","cparIowaII","157604","158620","-","152604","163620"
"cgd1_670","chromosome","1","CM000429","cryptodb","159886 - 163416 (+)","cparIowaII","159886","163416","+","154886","168416"
"cgd1_680","chromosome","1","CM000429","cryptodb","163656 - 165448 (-)","cparIowaII","163656","165448","-","158656","170448"
"cgd1_690","chromosome","1","CM000429","cryptodb","165645 - 167049 (+)","cparIowaII","165645","167049","+","160645","172049"
"cgd1_70","chromosome","1","CM000429","cryptodb","17693 - 18049 (-)","cparIowaII","17693","18049","-","12693","23049"
"cgd1_700","chromosome","1","CM000429","cryptodb","167685 - 171980 (+)","cparIowaII","167685","171980","+","162685","176980"
"cgd1_710","chromosome","1","CM000429","cryptodb","172236 - 175816 (-)","cparIowaII","172236","175816","-","167236","180816"
"cgd1_720","chromosome","1","CM000429","cryptodb","176203 - 176838 (+)","cparIowaII","176203","176838","+","171203","181838"
"cgd1_730","chromosome","1","CM000429","cryptodb","176974 - 178039 (-)","cparIowaII","176974","178039","-","171974","183039"
"cgd1_733","chromosome","1","CM000429","cryptodb","178279 - 179059 (-)","cparIowaII","178279","179059","-","173279","184059"
"cgd1_740","chromosome","1","CM000429","cryptodb","179675 - 180676 (+)","cparIowaII","179675","180676","+","174675","185676"
"cgd1_750","chromosome","1","CM000429","cryptodb","181234 - 196974 (+)","cparIowaII","181234","196974","+","176234","201974"
"cgd1_760","chromosome","1","CM000429","cryptodb","197197 - 199982 (-)","cparIowaII","197197","199982","-","192197","204982"
"cgd1_770","chromosome","1","CM000429","cryptodb","200157 - 201770 (+)","cparIowaII","200157","201770","+","195157","206770"
"cgd1_780","chromosome","1","CM000429","cryptodb","202686 - 203529 (+)","cparIowaII","202686","203529","+","197686","208529"
"cgd1_790","chromosome","1","CM000429","cryptodb","204334 - 208530 (+)","cparIowaII","204334","208530","+","199334","213530"
"cgd1_80","chromosome","1","CM000429","cryptodb","18285 - 18728 (-)","cparIowaII","18285","18728","-","13285","23728"
"cgd1_800","chromosome","1","CM000429","cryptodb","209499 - 211472 (+)","cparIowaII","209499","211472","+","204499","216472"
"cgd1_810","chromosome","1","CM000429","cryptodb","211621 - 213423 (-)","cparIowaII","211621","213423","-","206621","218423"
"cgd1_820","chromosome","1","CM000429","cryptodb","214507 - 217016 (+)","cparIowaII","214507","217016","+","209507","222016"
"cgd1_830","chromosome","1","CM000429","cryptodb","217149 - 220288 (+)","cparIowaII","217149","220288","+","212149","225288"
"cgd1_840","chromosome","1","CM000429","cryptodb","220545 - 221481 (-)","cparIowaII","220545","221481","-","215545","226481"
"cgd1_843","chromosome","1","CM000429","cryptodb","221731 - 222198 (-)","cparIowaII","221731","222198","-","216731","227198"
"cgd1_850","chromosome","1","CM000429","cryptodb","222968 - 223432 (+)","cparIowaII","222968","223432","+","217968","228432"
"cgd1_860","chromosome","1","CM000429","cryptodb","223958 - 224317 (-)","cparIowaII","223958","224317","-","218958","229317"
"cgd1_870","chromosome","1","CM000429","cryptodb","224573 - 225205 (-)","cparIowaII","224573","225205","-","219573","230205"
"cgd1_880","chromosome","1","CM000429","cryptodb","226056 - 227273 (+)","cparIowaII","226056","227273","+","221056","232273"
"cgd1_890","chromosome","1","CM000429","cryptodb","227978 - 232246 (-)","cparIowaII","227978","232246","-","222978","237246"
"cgd1_90","chromosome","1","CM000429","cryptodb","18868 - 21141 (-)","cparIowaII","18868","21141","-","13868","26141"
"cgd1_900","chromosome","1","CM000429","cryptodb","232372 - 232689 (+)","cparIowaII","232372","232689","+","227372","237689"
"cgd1_905","chromosome","1","CM000429","cryptodb","233159 - 233232 (+)","cparIowaII","233159","233232","+","228159","238232"
"cgd1_910","chromosome","1","CM000429","cryptodb","233984 - 235029 (+)","cparIowaII","233984","235029","+","228984","240029"
"cgd1_920","chromosome","1","CM000429","cryptodb","235349 - 237064 (+)","cparIowaII","235349","237064","+","230349","242064"
"cgd1_930","chromosome","1","CM000429","cryptodb","237710 - 238609 (+)","cparIowaII","237710","238609","+","232710","243609"
"cgd1_940","chromosome","1","CM000429","cryptodb","238862 - 239401 (-)","cparIowaII","238862","239401","-","233862","244401"
"cgd1_950","chromosome","1","CM000429","cryptodb","240448 - 241893 (+)","cparIowaII","240448","241893","+","235448","246893"
"cgd1_960","chromosome","1","CM000429","cryptodb","242137 - 243594 (-)","cparIowaII","242137","243594","-","237137","248594"
"cgd1_970","chromosome","1","CM000429","cryptodb","245793 - 248294 (+)","cparIowaII","245793","248294","+","240793","253294"
"cgd1_980","chromosome","1","CM000429","cryptodb","248832 - 251456 (-)","cparIowaII","248832","251456","-","243832","256456"
"cgd1_990","chromosome","1","CM000429","cryptodb","252086 - 255529 (-)","cparIowaII","252086","255529","-","247086","260529"
"cgd2_10","chromosome","1","CM000430","cryptodb","43 - 1380 (-)","cparIowaII","43","1380","-","-4957","6380"
"cgd2_100","chromosome","1","CM000430","cryptodb","34972 - 36210 (-)","cparIowaII","34972","36210","-","29972","41210"
"cgd2_1000","chromosome","1","CM000430","cryptodb","225623 - 227542 (-)","cparIowaII","225623","227542","-","220623","232542"
"cgd2_1010","chromosome","1","CM000430","cryptodb","228566 - 230326 (+)","cparIowaII","228566","230326","+","223566","235326"
"cgd2_1020","chromosome","1","CM000430","cryptodb","231451 - 232743 (+)","cparIowaII","231451","232743","+","226451","237743"
"cgd2_1030","chromosome","1","CM000430","cryptodb","233048 - 233992 (-)","cparIowaII","233048","233992","-","228048","238992"
"cgd2_1040","chromosome","1","CM000430","cryptodb","234220 - 234795 (-)","cparIowaII","234220","234795","-","229220","239795"
"cgd2_1050","chromosome","1","CM000430","cryptodb","235221 - 236264 (+)","cparIowaII","235221","236264","+","230221","241264"
"cgd2_1060","chromosome","1","CM000430","cryptodb","236396 - 238552 (-)","cparIowaII","236396","238552","-","231396","243552"
"cgd2_1070","chromosome","1","CM000430","cryptodb","239641 - 239961 (+)","cparIowaII","239641","239961","+","234641","244961"
"cgd2_1080","chromosome","1","CM000430","cryptodb","240157 - 241911 (-)","cparIowaII","240157","241911","-","235157","246911"
"cgd2_1090","chromosome","1","CM000430","cryptodb","242051 - 243568 (-)","cparIowaII","242051","243568","-","237051","248568"
"cgd2_110","chromosome","1","CM000430","cryptodb","37362 - 39149 (-)","cparIowaII","37362","39149","-","32362","44149"
"cgd2_1100","chromosome","1","CM000430","cryptodb","243881 - 246793 (-)","cparIowaII","243881","246793","-","238881","251793"
"cgd2_1110","chromosome","1","CM000430","cryptodb","247211 - 248807 (+)","cparIowaII","247211","248807","+","242211","253807"
"cgd2_1120","chromosome","1","CM000430","cryptodb","248899 - 250386 (+)","cparIowaII","248899","250386","+","243899","255386"
"cgd2_1130","chromosome","1","CM000430","cryptodb","250408 - 252453 (-)","cparIowaII","250408","252453","-","245408","257453"
"cgd2_1140","chromosome","1","CM000430","cryptodb","252574 - 253542 (-)","cparIowaII","252574","253542","-","247574","258542"
"cgd2_1150","chromosome","1","CM000430","cryptodb","254843 - 255850 (+)","cparIowaII","254843","255850","+","249843","260850"
"cgd2_1160","chromosome","1","CM000430","cryptodb","256070 - 258091 (-)","cparIowaII","256070","258091","-","251070","263091"
"cgd2_1170","chromosome","1","CM000430","cryptodb","258587 - 260069 (+)","cparIowaII","258587","260069","+","253587","265069"
"cgd2_1190","chromosome","1","CM000430","cryptodb","260066 - 261928 (-)","cparIowaII","260066","261928","-","255066","266928"
"cgd2_120","chromosome","1","CM000430","cryptodb","39964 - 40472 (+)","cparIowaII","39964","40472","+","34964","45472"
"cgd2_1200","chromosome","1","CM000430","cryptodb","262273 - 263202 (-)","cparIowaII","262273","263202","-","257273","268202"
"cgd2_1210","chromosome","1","CM000430","cryptodb","263520 - 264284 (+)","cparIowaII","263520","264284","+","258520","269284"
"cgd2_1220","chromosome","1","CM000430","cryptodb","264390 - 266105 (+)","cparIowaII","264390","266105","+","259390","271105"
"cgd2_1230","chromosome","1","CM000430","cryptodb","266720 - 268972 (+)","cparIowaII","266720","268972","+","261720","273972"
"cgd2_1240","chromosome","1","CM000430","cryptodb","269302 - 270603 (+)","cparIowaII","269302","270603","+","264302","275603"
"cgd2_1250","chromosome","1","CM000430","cryptodb","270624 - 273314 (-)","cparIowaII","270624","273314","-","265624","278314"
"cgd2_1260","chromosome","1","CM000430","cryptodb","273946 - 276381 (+)","cparIowaII","273946","276381","+","268946","281381"
"cgd2_1270","chromosome","1","CM000430","cryptodb","276392 - 278878 (-)","cparIowaII","276392","278878","-","271392","283878"
"cgd2_1280","chromosome","1","CM000430","cryptodb","279250 - 281307 (+)","cparIowaII","279250","281307","+","274250","286307"
"cgd2_1290","chromosome","1","CM000430","cryptodb","281387 - 282655 (-)","cparIowaII","281387","282655","-","276387","287655"
"cgd2_130","chromosome","1","CM000430","cryptodb","40787 - 41125 (-)","cparIowaII","40787","41125","-","35787","46125"
"cgd2_1300","chromosome","1","CM000430","cryptodb","282926 - 284959 (-)","cparIowaII","282926","284959","-","277926","289959"
"cgd2_1310","chromosome","1","CM000430","cryptodb","285392 - 286840 (-)","cparIowaII","285392","286840","-","280392","291840"
"cgd2_1330","chromosome","1","CM000430","cryptodb","287035 - 288451 (+)","cparIowaII","287035","288451","+","282035","293451"
"cgd2_1340","chromosome","1","CM000430","cryptodb","289323 - 291359 (+)","cparIowaII","289323","291359","+","284323","296359"
"cgd2_1350","chromosome","1","CM000430","cryptodb","291432 - 292817 (-)","cparIowaII","291432","292817","-","286432","297817"
"cgd2_1360","chromosome","1","CM000430","cryptodb","293143 - 294906 (+)","cparIowaII","293143","294906","+","288143","299906"
"cgd2_1365","chromosome","1","CM000430","cryptodb","294187 - 294266 (+)","cparIowaII","294187","294266","+","289187","299266"
"cgd2_1370","chromosome","1","CM000430","cryptodb","295049 - 297682 (+)","cparIowaII","295049","297682","+","290049","302682"
"cgd2_1372","chromosome","1","CM000430","cryptodb","298700 - 300456 (+)","cparIowaII","298700","300456","+","293700","305456"
"cgd2_1373","chromosome","1","CM000430","cryptodb","300970 - 308269 (+)","cparIowaII","300970","308269","+","295970","313269"
"cgd2_1375","chromosome","1","CM000430","cryptodb","397695 - 399452 (+)","cparIowaII","397695","399452","+","392695","404452"
"cgd2_1376","chromosome","1","CM000430","cryptodb","399964 - 400115 (+)","cparIowaII","399964","400115","+","394964","405115"
"cgd2_1377","chromosome","1","CM000430","cryptodb","400631 - 404089 (+)","cparIowaII","400631","404089","+","395631","409089"
"cgd2_1380","chromosome","1","CM000430","cryptodb","305137 - 306021 (-)","cparIowaII","305137","306021","-","300137","311021"
"cgd2_1390","chromosome","1","CM000430","cryptodb","306103 - 306693 (-)","cparIowaII","306103","306693","-","301103","311693"
"cgd2_1400","chromosome","1","CM000430","cryptodb","306747 - 308588 (-)","cparIowaII","306747","308588","-","301747","313588"
"cgd2_1410","chromosome","1","CM000430","cryptodb","308744 - 309172 (-)","cparIowaII","308744","309172","-","303744","314172"
"cgd2_1420","chromosome","1","CM000430","cryptodb","309912 - 311621 (+)","cparIowaII","309912","311621","+","304912","316621"
"cgd2_1430","chromosome","1","CM000430","cryptodb","311618 - 313000 (-)","cparIowaII","311618","313000","-","306618","318000"
"cgd2_1440","chromosome","1","CM000430","cryptodb","313106 - 313876 (+)","cparIowaII","313106","313876","+","308106","318876"
"cgd2_1450","chromosome","1","CM000430","cryptodb","314007 - 315731 (+)","cparIowaII","314007","315731","+","309007","320731"
"cgd2_1460","chromosome","1","CM000430","cryptodb","315699 - 317710 (+)","cparIowaII","315699","317710","+","310699","322710"
"cgd2_1470","chromosome","1","CM000430","cryptodb","317717 - 318283 (-)","cparIowaII","317717","318283","-","312717","323283"
"cgd2_1480","chromosome","1","CM000430","cryptodb","318304 - 319620 (+)","cparIowaII","318304","319620","+","313304","324620"
"cgd2_1490","chromosome","1","CM000430","cryptodb","319672 - 320673 (-)","cparIowaII","319672","320673","-","314672","325673"
"cgd2_150","chromosome","1","CM000430","cryptodb","42483 - 43737 (-)","cparIowaII","42483","43737","-","37483","48737"
"cgd2_1500","chromosome","1","CM000430","cryptodb","321029 - 322651 (+)","cparIowaII","321029","322651","+","316029","327651"
"cgd2_1510","chromosome","1","CM000430","cryptodb","322831 - 325248 (+)","cparIowaII","322831","325248","+","317831","330248"
"cgd2_1520","chromosome","1","CM000430","cryptodb","325284 - 327062 (-)","cparIowaII","325284","327062","-","320284","332062"
"cgd2_1530","chromosome","1","CM000430","cryptodb","327129 - 328340 (-)","cparIowaII","327129","328340","-","322129","333340"
"cgd2_1540","chromosome","1","CM000430","cryptodb","328628 - 329083 (+)","cparIowaII","328628","329083","+","323628","334083"
"cgd2_1550","chromosome","1","CM000430","cryptodb","329075 - 330562 (-)","cparIowaII","329075","330562","-","324075","335562"
"cgd2_1560","chromosome","1","CM000430","cryptodb","330722 - 332320 (-)","cparIowaII","330722","332320","-","325722","337320"
"cgd2_1570","chromosome","1","CM000430","cryptodb","332576 - 333496 (+)","cparIowaII","332576","333496","+","327576","338496"
"cgd2_1580","chromosome","1","CM000430","cryptodb","333961 - 334326 (-)","cparIowaII","333961","334326","-","328961","339326"
"cgd2_1590","chromosome","1","CM000430","cryptodb","334666 - 336633 (+)","cparIowaII","334666","336633","+","329666","341633"
"cgd2_160","chromosome","1","CM000430","cryptodb","44252 - 45633 (-)","cparIowaII","44252","45633","-","39252","50633"
"cgd2_1600","chromosome","1","CM000430","cryptodb","336604 - 339192 (-)","cparIowaII","336604","339192","-","331604","344192"
"cgd2_1610","chromosome","1","CM000430","cryptodb","339559 - 341109 (-)","cparIowaII","339559","341109","-","334559","346109"
"cgd2_1620","chromosome","1","CM000430","cryptodb","341695 - 342453 (+)","cparIowaII","341695","342453","+","336695","347453"
"cgd2_1630","chromosome","1","CM000430","cryptodb","342954 - 343718 (+)","cparIowaII","342954","343718","+","337954","348718"
"cgd2_1640","chromosome","1","CM000430","cryptodb","343728 - 346094 (-)","cparIowaII","343728","346094","-","338728","351094"
"cgd2_1650","chromosome","1","CM000430","cryptodb","346989 - 348395 (-)","cparIowaII","346989","348395","-","341989","353395"
"cgd2_1660","chromosome","1","CM000430","cryptodb","348647 - 349156 (+)","cparIowaII","348647","349156","+","343647","354156"
"cgd2_1670","chromosome","1","CM000430","cryptodb","349213 - 349566 (+)","cparIowaII","349213","349566","+","344213","354566"
"cgd2_1680","chromosome","1","CM000430","cryptodb","349761 - 350836 (+)","cparIowaII","349761","350836","+","344761","355836"
"cgd2_1690","chromosome","1","CM000430","cryptodb","351264 - 351566 (+)","cparIowaII","351264","351566","+","346264","356566"
"cgd2_170","chromosome","1","CM000430","cryptodb","45953 - 46422 (+)","cparIowaII","45953","46422","+","40953","51422"
"cgd2_1700","chromosome","1","CM000430","cryptodb","352384 - 352902 (+)","cparIowaII","352384","352902","+","347384","357902"
"cgd2_1710","chromosome","1","CM000430","cryptodb","353060 - 356563 (+)","cparIowaII","353060","356563","+","348060","361563"
"cgd2_1713","chromosome","1","CM000430","cryptodb","356540 - 357174 (+)","cparIowaII","356540","357174","+","351540","362174"
"cgd2_1720","chromosome","1","CM000430","cryptodb","357184 - 358983 (-)","cparIowaII","357184","358983","-","352184","363983"
"cgd2_1730","chromosome","1","CM000430","cryptodb","358978 - 360204 (+)","cparIowaII","358978","360204","+","353978","365204"
"cgd2_1740","chromosome","1","CM000430","cryptodb","360387 - 362795 (+)","cparIowaII","360387","362795","+","355387","367795"
"cgd2_1745","chromosome","1","CM000430","cryptodb","362904 - 362988 (+)","cparIowaII","362904","362988","+","357904","367988"
"cgd2_1750","chromosome","1","CM000430","cryptodb","363059 - 364507 (-)","cparIowaII","363059","364507","-","358059","369507"
"cgd2_1760","chromosome","1","CM000430","cryptodb","364608 - 365746 (+)","cparIowaII","364608","365746","+","359608","370746"
"cgd2_1770","chromosome","1","CM000430","cryptodb","365808 - 367085 (+)","cparIowaII","365808","367085","+","360808","372085"
"cgd2_1780","chromosome","1","CM000430","cryptodb","367299 - 368615 (+)","cparIowaII","367299","368615","+","362299","373615"
"cgd2_1790","chromosome","1","CM000430","cryptodb","369571 - 372690 (-)","cparIowaII","369571","372690","-","364571","377690"
"cgd2_180","chromosome","1","CM000430","cryptodb","46794 - 47396 (-)","cparIowaII","46794","47396","-","41794","52396"
"cgd2_1800","chromosome","1","CM000430","cryptodb","372784 - 374098 (-)","cparIowaII","372784","374098","-","367784","379098"
"cgd2_1820","chromosome","1","CM000430","cryptodb","375357 - 376004 (-)","cparIowaII","375357","376004","-","370357","381004"
"cgd2_1823","chromosome","1","CM000430","cryptodb","376550 - 377129 (+)","cparIowaII","376550","377129","+","371550","382129"
"cgd2_1830","chromosome","1","CM000430","cryptodb","377143 - 378337 (+)","cparIowaII","377143","378337","+","372143","383337"
"cgd2_1840","chromosome","1","CM000430","cryptodb","378392 - 379939 (-)","cparIowaII","378392","379939","-","373392","384939"
"cgd2_1850","chromosome","1","CM000430","cryptodb","380099 - 381079 (-)","cparIowaII","380099","381079","-","375099","386079"
"cgd2_1860","chromosome","1","CM000430","cryptodb","381336 - 385076 (+)","cparIowaII","381336","385076","+","376336","390076"
"cgd2_1870","chromosome","1","CM000430","cryptodb","385318 - 386259 (-)","cparIowaII","385318","386259","-","380318","391259"
"cgd2_1880","chromosome","1","CM000430","cryptodb","386950 - 387297 (+)","cparIowaII","386950","387297","+","381950","392297"
"cgd2_1890","chromosome","1","CM000430","cryptodb","388359 - 389063 (+)","cparIowaII","388359","389063","+","383359","394063"
"cgd2_190","chromosome","1","CM000430","cryptodb","48167 - 48577 (+)","cparIowaII","48167","48577","+","43167","53577"
"cgd2_1900","chromosome","1","CM000430","cryptodb","389071 - 390078 (-)","cparIowaII","389071","390078","-","384071","395078"
"cgd2_1910","chromosome","1","CM000430","cryptodb","390431 - 392035 (+)","cparIowaII","390431","392035","+","385431","397035"
"cgd2_1920","chromosome","1","CM000430","cryptodb","392209 - 395631 (+)","cparIowaII","392209","395631","+","387209","400631"
"cgd2_1930","chromosome","1","CM000430","cryptodb","395832 - 396329 (+)","cparIowaII","395832","396329","+","390832","401329"
"cgd2_1940","chromosome","1","CM000430","cryptodb","397247 - 397953 (+)","cparIowaII","397247","397953","+","392247","402953"
"cgd2_1950","chromosome","1","CM000430","cryptodb","397695 - 400159 (+)","cparIowaII","397695","400159","+","392695","405159"
"cgd2_1960","chromosome","1","CM000430","cryptodb","400202 - 402334 (-)","cparIowaII","400202","402334","-","395202","407334"
"cgd2_1970","chromosome","1","CM000430","cryptodb","403365 - 406253 (-)","cparIowaII","403365","406253","-","398365","411253"
"cgd2_1980","chromosome","1","CM000430","cryptodb","407026 - 408138 (+)","cparIowaII","407026","408138","+","402026","413138"
"cgd2_1990","chromosome","1","CM000430","cryptodb","408208 - 408909 (-)","cparIowaII","408208","408909","-","403208","413909"
"cgd2_20","chromosome","1","CM000430","cryptodb","3136 - 5184 (+)","cparIowaII","3136","5184","+","-1864","10184"
"cgd2_200","chromosome","1","CM000430","cryptodb","48767 - 49738 (-)","cparIowaII","48767","49738","-","43767","54738"
"cgd2_2000","chromosome","1","CM000430","cryptodb","409049 - 410228 (-)","cparIowaII","409049","410228","-","404049","415228"
"cgd2_2010","chromosome","1","CM000430","cryptodb","410463 - 411266 (-)","cparIowaII","410463","411266","-","405463","416266"
"cgd2_2020","chromosome","1","CM000430","cryptodb","411517 - 412134 (-)","cparIowaII","411517","412134","-","406517","417134"
"cgd2_2030","chromosome","1","CM000430","cryptodb","412233 - 412908 (+)","cparIowaII","412233","412908","+","407233","417908"
"cgd2_2040","chromosome","1","CM000430","cryptodb","412931 - 414151 (-)","cparIowaII","412931","414151","-","407931","419151"
"cgd2_2050","chromosome","1","CM000430","cryptodb","414759 - 415625 (-)","cparIowaII","414759","415625","-","409759","420625"
"cgd2_2060","chromosome","1","CM000430","cryptodb","416130 - 418259 (+)","cparIowaII","416130","418259","+","411130","423259"
"cgd2_2070","chromosome","1","CM000430","cryptodb","418308 - 419885 (-)","cparIowaII","418308","419885","-","413308","424885"
"cgd2_2080","chromosome","1","CM000430","cryptodb","420081 - 421240 (-)","cparIowaII","420081","421240","-","415081","426240"
"cgd2_2090","chromosome","1","CM000430","cryptodb","421286 - 424635 (+)","cparIowaII","421286","424635","+","416286","429635"
"cgd2_210","chromosome","1","CM000430","cryptodb","49924 - 51664 (-)","cparIowaII","49924","51664","-","44924","56664"
"cgd2_2100","chromosome","1","CM000430","cryptodb","424580 - 425267 (-)","cparIowaII","424580","425267","-","419580","430267"
"cgd2_2110","chromosome","1","CM000430","cryptodb","425589 - 426155 (-)","cparIowaII","425589","426155","-","420589","431155"
"cgd2_2120","chromosome","1","CM000430","cryptodb","426567 - 426863 (+)","cparIowaII","426567","426863","+","421567","431863"
"cgd2_2130","chromosome","1","CM000430","cryptodb","427031 - 431311 (-)","cparIowaII","427031","431311","-","422031","436311"
"cgd2_2140","chromosome","1","CM000430","cryptodb","431889 - 437345 (+)","cparIowaII","431889","437345","+","426889","442345"
"cgd2_2150","chromosome","1","CM000430","cryptodb","437380 - 437787 (-)","cparIowaII","437380","437787","-","432380","442787"
"cgd2_2160","chromosome","1","CM000430","cryptodb","437848 - 440727 (-)","cparIowaII","437848","440727","-","432848","445727"
"cgd2_2170","chromosome","1","CM000430","cryptodb","440871 - 442559 (-)","cparIowaII","440871","442559","-","435871","447559"
"cgd2_2180","chromosome","1","CM000430","cryptodb","442770 - 443120 (-)","cparIowaII","442770","443120","-","437770","448120"
"cgd2_2190","chromosome","1","CM000430","cryptodb","443308 - 444549 (-)","cparIowaII","443308","444549","-","438308","449549"
"cgd2_220","chromosome","1","CM000430","cryptodb","52137 - 53860 (+)","cparIowaII","52137","53860","+","47137","58860"
"cgd2_2200","chromosome","1","CM000430","cryptodb","445057 - 445362 (-)","cparIowaII","445057","445362","-","440057","450362"
"cgd2_2210","chromosome","1","CM000430","cryptodb","445694 - 446905 (-)","cparIowaII","445694","446905","-","440694","451905"
"cgd2_2220","chromosome","1","CM000430","cryptodb","447336 - 448190 (+)","cparIowaII","447336","448190","+","442336","453190"
"cgd2_2230","chromosome","1","CM000430","cryptodb","448227 - 450728 (-)","cparIowaII","448227","450728","-","443227","455728"
"cgd2_2240","chromosome","1","CM000430","cryptodb","450891 - 452276 (-)","cparIowaII","450891","452276","-","445891","457276"
"cgd2_2250","chromosome","1","CM000430","cryptodb","452849 - 453395 (+)","cparIowaII","452849","453395","+","447849","458395"
"cgd2_2260","chromosome","1","CM000430","cryptodb","453593 - 455626 (+)","cparIowaII","453593","455626","+","448593","460626"
"cgd2_2270","chromosome","1","CM000430","cryptodb","455661 - 456698 (-)","cparIowaII","455661","456698","-","450661","461698"
"cgd2_2280","chromosome","1","CM000430","cryptodb","456918 - 458597 (-)","cparIowaII","456918","458597","-","451918","463597"
"cgd2_2290","chromosome","1","CM000430","cryptodb","458797 - 459720 (-)","cparIowaII","458797","459720","-","453797","464720"
"cgd2_230","chromosome","1","CM000430","cryptodb","54105 - 59152 (+)","cparIowaII","54105","59152","+","49105","64152"
"cgd2_2300","chromosome","1","CM000430","cryptodb","460217 - 461680 (+)","cparIowaII","460217","461680","+","455217","466680"
"cgd2_2310","chromosome","1","CM000430","cryptodb","461790 - 463424 (+)","cparIowaII","461790","463424","+","456790","468424"
"cgd2_2320","chromosome","1","CM000430","cryptodb","463587 - 468647 (+)","cparIowaII","463587","468647","+","458587","473647"
"cgd2_2330","chromosome","1","CM000430","cryptodb","468839 - 469345 (+)","cparIowaII","468839","469345","+","463839","474345"
"cgd2_2340","chromosome","1","CM000430","cryptodb","469371 - 474329 (-)","cparIowaII","469371","474329","-","464371","479329"
"cgd2_2350","chromosome","1","CM000430","cryptodb","474683 - 476398 (+)","cparIowaII","474683","476398","+","469683","481398"
"cgd2_2360","chromosome","1","CM000430","cryptodb","476467 - 482373 (-)","cparIowaII","476467","482373","-","471467","487373"
"cgd2_2370","chromosome","1","CM000430","cryptodb","483128 - 483532 (+)","cparIowaII","483128","483532","+","478128","488532"
"cgd2_2380","chromosome","1","CM000430","cryptodb","483861 - 484826 (+)","cparIowaII","483861","484826","+","478861","489826"
"cgd2_2390","chromosome","1","CM000430","cryptodb","484894 - 485904 (-)","cparIowaII","484894","485904","-","479894","490904"
"cgd2_240","chromosome","1","CM000430","cryptodb","60002 - 60868 (+)","cparIowaII","60002","60868","+","55002","65868"
"cgd2_2400","chromosome","1","CM000430","cryptodb","486138 - 490013 (+)","cparIowaII","486138","490013","+","481138","495013"
"cgd2_2410","chromosome","1","CM000430","cryptodb","490095 - 490562 (-)","cparIowaII","490095","490562","-","485095","495562"
"cgd2_2420","chromosome","1","CM000430","cryptodb","490790 - 492235 (-)","cparIowaII","490790","492235","-","485790","497235"
"cgd2_2430","chromosome","1","CM000430","cryptodb","492300 - 493303 (+)","cparIowaII","492300","493303","+","487300","498303"
"cgd2_2440","chromosome","1","CM000430","cryptodb","493322 - 493758 (-)","cparIowaII","493322","493758","-","488322","498758"
"cgd2_2450","chromosome","1","CM000430","cryptodb","494012 - 494515 (+)","cparIowaII","494012","494515","+","489012","499515"
"cgd2_2460","chromosome","1","CM000430","cryptodb","494609 - 495249 (-)","cparIowaII","494609","495249","-","489609","500249"
"cgd2_2470","chromosome","1","CM000430","cryptodb","495317 - 496021 (-)","cparIowaII","495317","496021","-","490317","501021"
"cgd2_2480","chromosome","1","CM000430","cryptodb","496443 - 497861 (+)","cparIowaII","496443","497861","+","491443","502861"
"cgd2_2490","chromosome","1","CM000430","cryptodb","499105 - 499989 (-)","cparIowaII","499105","499989","-","494105","504989"
"cgd2_250","chromosome","1","CM000430","cryptodb","60988 - 61380 (-)","cparIowaII","60988","61380","-","55988","66380"
"cgd2_2500","chromosome","1","CM000430","cryptodb","500132 - 501904 (+)","cparIowaII","500132","501904","+","495132","506904"
"cgd2_2510","chromosome","1","CM000430","cryptodb","501969 - 504263 (-)","cparIowaII","501969","504263","-","496969","509263"
"cgd2_2520","chromosome","1","CM000430","cryptodb","504383 - 505214 (-)","cparIowaII","504383","505214","-","499383","510214"
"cgd2_2523","chromosome","1","CM000430","cryptodb","505321 - 506313 (+)","cparIowaII","505321","506313","+","500321","511313"
"cgd2_2530","chromosome","1","CM000430","cryptodb","506527 - 507555 (+)","cparIowaII","506527","507555","+","501527","512555"
"cgd2_2533","chromosome","1","CM000430","cryptodb","507909 - 508412 (+)","cparIowaII","507909","508412","+","502909","513412"
"cgd2_2540","chromosome","1","CM000430","cryptodb","508551 - 508877 (+)","cparIowaII","508551","508877","+","503551","513877"
