chr;start;end;gene
chr2;956318;960091;cgd2_4270
chr2;960475;961707;cgd2_4280
chr2;961818;962768;cgd2_4290
chr2;94753;95373;cgd2_430
chr2;963445;964080;cgd2_4300
chr2;964209;964694;cgd2_4310
chr2;964801;966381;cgd2_4320
chr2;966774;967448;cgd2_4330
chr2;967640;969461;cgd2_4340
chr2;969907;973871;cgd2_4350
chr2;975401;976402;cgd2_4360
chr2;978620;979744;cgd2_4370
chr2;983545;985208;cgd2_4380
chr2;95817;96221;cgd2_440
chr2;96619;97167;cgd2_450
chr2;98061;102380;cgd2_470
chr2;103000;104415;cgd2_480
chr2;104867;106003;cgd2_490
chr2;10256;11755;cgd2_50
chr2;106722;108149;cgd2_500
chr2;108585;109879;cgd2_510
chr2;110199;111380;cgd2_520
chr2;112367;113001;cgd2_530
chr2;113982;115783;cgd2_540
chr2;116745;117786;cgd2_550
chr2;118078;125094;cgd2_560
chr2;124503;126123;cgd2_570
chr2;126862;133691;cgd2_580
chr2;134388;136158;cgd2_590
chr2;12284;17190;cgd2_60
chr2;136260;138290;cgd2_600
chr2;139057;140561;cgd2_610
chr2;141164;142125;cgd2_620
chr2;142532;143743;cgd2_630
chr2;144651;145670;cgd2_640
chr2;147155;149233;cgd2_650
chr2;149235;150775;cgd2_660
chr2;151065;152292;cgd2_670
chr2;152834;158194;cgd2_680
chr2;159512;163597;cgd2_690
chr2;18300;23716;cgd2_70
chr2;165220;168623;cgd2_700
chr2;169030;170003;cgd2_710
chr2;169951;171638;cgd2_720
chr2;171749;172972;cgd2_730
chr2;173701;173970;cgd2_740
chr2;174175;175443;cgd2_750
chr2;175666;176682;cgd2_760
chr2;176784;178386;cgd2_770
chr2;178501;179055;cgd2_773
chr2;179052;180152;cgd2_780
chr2;180906;184649;cgd2_790
chr2;24195;28625;cgd2_80
chr2;185455;187269;cgd2_800
chr2;188140;188589;cgd2_810
chr2;189155;189803;cgd2_820
chr2;190562;191242;cgd2_830
chr2;191491;192338;cgd2_840
chr2;192429;193367;cgd2_850
chr2;193965;194711;cgd2_860
chr2;195073;195756;cgd2_870
chr2;196302;198376;cgd2_880
chr2;198516;198958;cgd2_883
chr2;199216;200565;cgd2_890
chr2;29209;34359;cgd2_90
chr2;201210;202904;cgd2_900
chr2;203508;204638;cgd2_910
chr2;204966;208052;cgd2_920
chr2;208478;211519;cgd2_930
chr2;212061;215252;cgd2_940
chr2;215796;217109;cgd2_950
chr2;217323;219155;cgd2_960
chr2;219257;221566;cgd2_970
chr2;222053;222697;cgd2_980
chr2;223217;225115;cgd2_990
chr3;685657;686682;Cgd3_2720
chr3;1088682;1089488;Cgd3_4320
chr3;2886;6047;cgd3_10
chr3;24398;25591;cgd3_100
chr3;297683;298210;cgd3_1000
chr3;298394;299185;cgd3_1010
chr3;299236;302774;cgd3_1020
chr3;302915;304527;cgd3_1030
chr3;304794;305393;cgd3_1040
chr3;306079;310209;cgd3_1050
chr3;310605;311201;cgd3_1060
chr3;311229;312267;cgd3_1073
chr3;313114;314632;cgd3_1090
chr3;25952;28111;cgd3_110
chr3;315211;316602;cgd3_1100
chr3;316698;328244;cgd3_1110
chr3;328782;330485;cgd3_1120
chr3;330813;331499;cgd3_1130
chr3;332977;333897;cgd3_1140
chr3;334767;335738;cgd3_1150
chr3;336403;337890;cgd3_1160
chr3;338629;339889;cgd3_1170
chr3;340206;347276;cgd3_1173
chr3;347128;358734;cgd3_1180
chr3;28315;29001;cgd3_120
chr3;359007;359529;cgd3_1200
chr3;360691;362085;cgd3_1210
chr3;362294;363166;cgd3_1220
chr3;363535;364644;cgd3_1230
chr3;365006;366376;cgd3_1240
chr3;366851;367851;cgd3_1250
chr3;368216;369016;cgd3_1260
chr3;369134;369724;cgd3_1270
chr3;369952;372090;cgd3_1280
chr3;372355;373958;cgd3_1290
chr3;29064;30170;cgd3_130
chr3;374719;375663;cgd3_1300
chr3;376193;377113;cgd3_1310
chr3;377549;378148;cgd3_1320
chr3;379040;380584;cgd3_1330
chr3;380837;382603;cgd3_1340
chr3;383756;386827;cgd3_1350
chr3;387414;388295;cgd3_1360
chr3;389676;391142;cgd3_1370
chr3;391601;393875;cgd3_1380
chr3;393969;394745;cgd3_1383
chr3;394690;397265;cgd3_1390
chr3;30561;34973;cgd3_140
chr3;397691;401674;cgd3_1400
chr3;401708;402040;cgd3_1410
chr3;402238;402468;cgd3_1420
chr3;402673;403408;cgd3_1430
chr3;403867;404544;cgd3_1440
chr3;404820;405839;cgd3_1450
chr3;406652;408265;cgd3_1460
chr3;408413;409357;cgd3_1470
chr3;410017;411843;cgd3_1480
chr3;411859;412269;cgd3_1490
chr3;35164;36642;cgd3_150
chr3;412552;414241;cgd3_1500
chr3;414420;415415;cgd3_1510
chr3;416323;418092;cgd3_1520
chr3;418381;419186;cgd3_1530
chr3;419504;424354;cgd3_1540
chr3;424972;427648;cgd3_1550
chr3;428308;428904;cgd3_1560
chr3;430128;430616;cgd3_1570
chr3;432151;436314;cgd3_1580
chr3;436391;438769;cgd3_1590
chr3;37073;39127;cgd3_160
chr3;439824;441101;cgd3_1600
chr3;441585;444152;cgd3_1610
chr3;444967;446004;cgd3_1620
chr3;446200;446760;cgd3_1630
chr3;448055;449425;cgd3_1640
chr3;449885;451511;cgd3_1650
chr3;452780;454806;cgd3_1660
chr3;457025;457654;cgd3_1680
chr3;457903;458892;cgd3_1690
chr3;39380;40180;cgd3_170
chr3;460684;462792;cgd3_1700
chr3;463132;464034;cgd3_1710
chr3;464202;466105;cgd3_1720
chr3;467357;468253;cgd3_1730
chr3;468667;469809;cgd3_1740
chr3;470105;470953;cgd3_1750
chr3;471854;472738;cgd3_1760
chr3;473887;475482;cgd3_1770
chr3;476206;477861;cgd3_1780
chr3;478019;481756;cgd3_1790
chr3;40303;41100;cgd3_180
chr3;481973;484250;cgd3_1800
chr3;484831;486126;cgd3_1810
chr3;487048;489324;cgd3_1820
chr3;489375;492674;cgd3_1830
chr3;493024;498682;cgd3_1840
chr3;499426;500442;cgd3_1850
chr3;500706;502412;cgd3_1860
chr3;502484;502987;cgd3_1870
chr3;503548;506976;cgd3_1880
chr3;507106;509310;cgd3_1890
chr3;41755;44147;cgd3_190
chr3;510205;511080;cgd3_1900
chr3;511114;512487;cgd3_1910
chr3;512817;513602;cgd3_1920
chr3;514040;515026;cgd3_1930
chr3;515198;515716;cgd3_1940
chr3;516149;516783;cgd3_1950
chr3;516836;517690;cgd3_1960
chr3;517963;518762;cgd3_1970
chr3;518957;522639;cgd3_1980
chr3;523094;526189;cgd3_1990
chr3;7861;8991;cgd3_20
chr3;44449;46156;cgd3_200
chr3;526658;529039;cgd3_2000
chr3;529256;532644;cgd3_2010
chr3;533068;533622;cgd3_2013
chr3;533780;535726;cgd3_2020
chr3;536198;537415;cgd3_2030
chr3;537965;539986;cgd3_2040
chr3;539987;540928;cgd3_2050
chr3;541327;542808;cgd3_2060
chr3;543151;543630;cgd3_2070
chr3;544006;550854;cgd3_2080
chr3;544070;545374;cgd3_2083
chr3;551358;552140;cgd3_2090
chr3;46248;52061;cgd3_210
chr3;553404;554348;cgd3_2100
chr3;554464;555867;cgd3_2110
chr3;556690;562941;cgd3_2120
chr3;563197;564171;cgd3_2130
chr3;564188;565519;cgd3_2140
chr3;565930;566673;cgd3_2150
chr3;566812;567513;cgd3_2160
chr3;567762;568581;cgd3_2170
chr3;569407;594138;cgd3_2180
chr3;594185;595339;cgd3_2190
chr3;52167;53237;cgd3_220
chr3;595554;596309;cgd3_2200
chr3;596935;598389;cgd3_2210
chr3;598598;599050;cgd3_2220
chr3;599324;599962;cgd3_2230
chr3;600333;600605;cgd3_2240
chr3;600709;601164;cgd3_2250
chr3;601692;602114;cgd3_2260
chr3;602236;603885;cgd3_2270
chr3;604128;605783;cgd3_2280
chr3;606175;608946;cgd3_2293
chr3;53934;62207;cgd3_230
chr3;609053;609399;cgd3_2310
chr3;609498;612765;cgd3_2320
chr3;612589;614739;cgd3_2322
chr3;613367;613681;cgd3_2323
chr3;615236;617824;cgd3_2330
chr3;617860;618168;cgd3_2340
chr3;618155;619342;cgd3_2350
chr3;619410;619915;cgd3_2353
chr3;619937;625354;cgd3_2360
chr3;625724;626519;cgd3_2370
chr3;626669;627034;cgd3_2380
chr3;627134;628279;cgd3_2390
chr3;62331;63342;cgd3_240
chr3;628558;631188;cgd3_2400
chr3;631649;634774;cgd3_2410
chr3;635278;636779;cgd3_2423
chr3;636891;637352;cgd3_2440
chr3;637684;639213;cgd3_2450
chr3;639250;640435;cgd3_2460
chr3;640637;641281;cgd3_2470
chr3;641392;642816;cgd3_2480
chr3;642934;644100;cgd3_2490
chr3;63982;67108;cgd3_250
chr3;644295;645629;cgd3_2500
chr3;645565;646099;cgd3_2503
chr3;646339;646411;cgd3_2505
chr3;646437;647762;cgd3_2510
chr3;647837;649558;cgd3_2520
chr3;649635;650474;cgd3_2530
chr3;650605;651012;cgd3_2540
chr3;651402;652253;cgd3_2550
chr3;652326;653435;cgd3_2560
chr3;653435;654574;cgd3_2570
chr3;654831;656015;cgd3_2580
chr3;656068;657699;cgd3_2590
chr3;67707;71406;cgd3_260
chr3;657918;661523;cgd3_2600
chr3;661604;662179;cgd3_2610
chr3;662428;668136;cgd3_2620
chr3;668174;670933;cgd3_2630
chr3;671334;672644;cgd3_2640
chr3;672674;678037;cgd3_2650
chr3;678204;678815;cgd3_2660
chr3;678876;679375;cgd3_2670
chr3;679418;680029;cgd3_2680
chr3;680105;682000;cgd3_2690
chr3;72411;75803;cgd3_270
chr3;682066;682783;cgd3_2700
chr3;682956;685877;cgd3_2710
chr3;687215;690751;cgd3_2730
chr3;690777;692405;cgd3_2740
chr3;692540;693775;cgd3_2750
chr3;693980;695488;cgd3_2760
chr3;695522;698452;cgd3_2770
chr3;698463;701753;cgd3_2780
chr3;701911;704466;cgd3_2790
chr3;76894;81213;cgd3_280
chr3;704480;705070;cgd3_2800
chr3;705141;705875;cgd3_2810
chr3;705965;708436;cgd3_2820
chr3;708438;709322;cgd3_2830
chr3;709422;710252;cgd3_2840
chr3;710054;710653;cgd3_2843
chr3;710784;711893;cgd3_2850
chr3;712149;714149;cgd3_2860
chr3;714364;716697;cgd3_2870
chr3;716759;717532;cgd3_2880
chr3;717773;724912;cgd3_2890
chr3;82411;84390;cgd3_290
chr3;725143;727041;cgd3_2900
chr3;727091;727759;cgd3_2910
chr3;727870;728916;cgd3_2920
chr3;728935;730209;cgd3_2930
chr3;730362;731792;cgd3_2940
chr3;731899;732975;cgd3_2950
chr3;732982;741057;cgd3_2960
chr3;741512;745144;cgd3_2970
chr3;745200;748796;cgd3_2980
chr3;748868;752080;cgd3_2990
chr3;9337;10665;cgd3_30
chr3;86603;88443;cgd3_300
chr3;752199;753830;cgd3_3000
chr3;753863;761128;cgd3_3010
chr3;761774;762847;cgd3_3020
chr3;763047;764747;cgd3_3030
chr3;765322;766500;cgd3_3040
chr3;766669;767628;cgd3_3050
chr3;767862;771662;cgd3_3060
chr3;771758;773453;cgd3_3063
chr3;773383;775170;cgd3_3070
chr3;775151;776045;cgd3_3073
chr3;776127;779132;cgd3_3080
chr3;779133;781037;cgd3_3090
chr3;89618;95254;cgd3_310
chr3;781370;783205;cgd3_3100
chr3;783405;784676;cgd3_3110
chr3;784931;785938;cgd3_3120
chr3;786206;787686;cgd3_3130
chr3;787866;790270;cgd3_3140
chr3;790379;791035;cgd3_3150
chr3;791534;792469;cgd3_3160
chr3;792700;793851;cgd3_3170
chr3;794660;796687;cgd3_3180
chr3;797010;798977;cgd3_3190
chr3;95291;96700;cgd3_320
chr3;799471;800739;cgd3_3200
chr3;801269;803939;cgd3_3210
chr3;804433;805374;cgd3_3220
chr3;805371;810017;cgd3_3230
chr3;810153;810812;cgd3_3240
chr3;810755;811948;cgd3_3250
chr3;812076;812834;cgd3_3260
chr3;813044;813583;cgd3_3270
chr3;813951;815075;cgd3_3280
chr3;815170;815673;cgd3_3290
chr3;97253;98107;cgd3_330
chr3;816203;816562;cgd3_3300
chr3;816979;819138;cgd3_3310
chr3;819429;819500;cgd3_3315
chr3;819503;821275;cgd3_3320
chr3;821729;824620;cgd3_3330
chr3;825970;830307;cgd3_3340
chr3;98492;98564;cgd3_335
chr3;831092;833175;cgd3_3350
chr3;833311;835900;cgd3_3360
chr3;836478;841001;cgd3_3370
chr3;842264;844258;cgd3_3380
chr3;844337;848053;cgd3_3390
chr3;98668;99792;cgd3_340
chr3;848597;848929;cgd3_3400
chr3;849207;853817;cgd3_3410
chr3;853978;855174;cgd3_3420
chr3;99666;99946;cgd3_343
chr3;855744;861053;cgd3_3430
chr3;861731;863782;cgd3_3440
chr3;864278;865026;cgd3_3450
chr3;865133;866887;cgd3_3460
chr3;867619;868404;cgd3_3470
chr3;868396;876132;cgd3_3480
chr3;876908;879043;cgd3_3490
chr3;100292;101125;cgd3_350
chr3;879363;880412;cgd3_3500
chr3;880672;881037;cgd3_3510
chr3;881241;884060;cgd3_3520
chr3;885038;886066;cgd3_3533
chr3;886403;889750;cgd3_3550
chr3;890115;891932;cgd3_3560
chr3;892814;897439;cgd3_3570
chr3;897496;898854;cgd3_3580
chr3;899316;899634;cgd3_3583
chr3;900048;901961;cgd3_3590
chr3;101820;102212;cgd3_360
chr3;902328;903908;cgd3_3600
chr3;904632;906038;cgd3_3610
chr3;906689;911434;cgd3_3620
chr3;912082;913554;cgd3_3630
chr3;913771;916077;cgd3_3640
chr3;916427;917842;cgd3_3650
chr3;918663;919105;cgd3_3660
chr3;919484;920242;cgd3_3670
chr3;920684;922669;cgd3_3680
chr3;922671;924260;cgd3_3690
chr3;102753;104443;cgd3_370
chr3;924914;928112;cgd3_3700
chr3;928941;930581;cgd3_3710
chr3;931097;931417;cgd3_3720
chr3;931639;932007;cgd3_3730
chr3;932693;936502;cgd3_3740
chr3;937360;937836;cgd3_3750
chr3;938035;938991;cgd3_3760
chr3;940090;942225;cgd3_3770
chr3;942690;945116;cgd3_3780
chr3;945329;946488;cgd3_3790
chr3;104162;107344;cgd3_380
chr3;947306;948691;cgd3_3800
chr3;948772;949191;cgd3_3810
chr3;949723;952200;cgd3_3820
chr3;952513;954473;cgd3_3830
chr3;955802;959460;cgd3_3840
chr3;959837;961399;cgd3_3850
chr3;962253;963734;cgd3_3860
chr3;963908;965411;cgd3_3870
chr3;965793;968900;cgd3_3880
chr3;969037;969741;cgd3_3890
chr3;108524;110812;cgd3_390
chr3;970361;973384;cgd3_3900
chr3;973452;975605;cgd3_3910
chr3;976034;977593;cgd3_3920
chr3;978676;979448;cgd3_3930
chr3;979945;981602;cgd3_3940
chr3;981926;982825;cgd3_3950
chr3;983461;986418;cgd3_3960
chr3;987327;987866;cgd3_3970
chr3;988193;990592;cgd3_3980
chr3;990605;992134;cgd3_3990
chr3;10839;12974;cgd3_40
chr3;111116;113851;cgd3_400
chr3;992374;992736;cgd3_4000
chr3;992935;993672;cgd3_4010
chr3;994166;994954;cgd3_4020
chr3;996307;997071;cgd3_4030
chr3;997518;998475;cgd3_4040
chr3;998941;999975;cgd3_4050
chr3;1000231;1004184;cgd3_4060
chr3;1004377;1006628;cgd3_4070
chr3;1006514;1007542;cgd3_4080
chr3;1007867;1016503;cgd3_4090
chr3;114509;119464;cgd3_410
chr3;1016971;1017753;cgd3_4100
chr3;1018040;1020139;cgd3_4110
chr3;1020235;1020570;cgd3_4120
chr3;1021057;1023648;cgd3_4130
chr3;1024057;1024130;cgd3_4135
chr3;1024495;1028790;cgd3_4140
chr3;1029228;1031663;cgd3_4150
chr3;1031973;1033202;cgd3_4160
chr3;1033268;1037137;cgd3_4170
chr3;1037489;1041136;cgd3_4180
chr3;1041688;1045225;cgd3_4190
chr3;120105;122780;cgd3_420
chr3;1045394;1050100;cgd3_4200
chr3;1050208;1054263;cgd3_4210
chr3;1054379;1058727;cgd3_4220
chr3;1059044;1060720;cgd3_4230
chr3;1061028;1064369;cgd3_4240
chr3;1064572;1068479;cgd3_4250
chr3;1068879;1072397;cgd3_4260
chr3;1072579;1076109;cgd3_4270
chr3;1076475;1080285;cgd3_4280
chr3;1080771;1085237;cgd3_4290
chr3;122821;136083;cgd3_430
chr3;1085422;1086090;cgd3_4300
chr3;1086170;1088425;cgd3_4310
chr3;1089908;1091017;cgd3_4330
chr3;1092199;1092810;cgd3_4340
chr3;1093174;1094793;cgd3_4350
chr3;1095212;1096489;cgd3_4360
chr3;136878;138215;cgd3_440
chr3;139340;140827;cgd3_450
chr3;140810;141421;cgd3_453
chr3;141730;142386;cgd3_460
chr3;142478;144082;cgd3_470
chr3;144713;145813;cgd3_480
chr3;145951;146884;cgd3_483
chr3;147172;148470;cgd3_490
chr3;14255;17881;cgd3_50
chr3;148958;150142;cgd3_500
chr3;150949;152118;cgd3_510
chr3;152635;154686;cgd3_520
chr3;155559;162416;cgd3_530
chr3;162614;164089;cgd3_540
chr3;164602;166083;cgd3_550
chr3;166501;168153;cgd3_560
chr3;169085;170428;cgd3_570
chr3;170792;172858;cgd3_580
chr3;173488;177009;cgd3_590
chr3;17922;18671;cgd3_60
chr3;177562;181851;cgd3_600
chr3;182378;182450;cgd3_605
chr3;182633;184460;cgd3_610
chr3;186592;187320;cgd3_620
chr3;186754;187701;cgd3_630
chr3;188831;191445;cgd3_640
chr3;191587;195326;cgd3_650
chr3;195659;198245;cgd3_660
chr3;198832;198951;cgd3_665
chr3;199405;199524;cgd3_666
chr3;200085;200204;cgd3_667
chr3;200540;202288;cgd3_670
chr3;202658;204189;cgd3_680
chr3;204252;209715;cgd3_690
chr3;209803;213934;cgd3_693
chr3;18835;19488;cgd3_70
chr3;213618;217580;cgd3_710
chr3;218067;253157;cgd3_720
chr3;254389;255648;cgd3_730
chr3;255929;256984;cgd3_740
chr3;257380;257964;cgd3_750
chr3;259796;260685;cgd3_753
chr3;260720;261238;cgd3_760
chr3;261918;263036;cgd3_770
chr3;263186;264559;cgd3_780
chr3;264787;266397;cgd3_790
chr3;19612;21099;cgd3_80
chr3;266722;267534;cgd3_800
chr3;267695;270655;cgd3_810
chr3;271495;271923;cgd3_820
chr3;274210;274590;cgd3_830
chr3;274806;276119;cgd3_840
chr3;276494;277429;cgd3_850
chr3;277955;278524;cgd3_860
chr3;278955;279026;cgd3_865
chr3;279294;280141;cgd3_870
chr3;280483;280893;cgd3_880
chr3;281372;282713;cgd3_890
chr3;22028;24250;cgd3_90
chr3;282501;283145;cgd3_900
chr3;283644;284480;cgd3_910
chr3;285974;287590;cgd3_920
chr3;288016;288788;cgd3_923
chr3;288730;289751;cgd3_930
chr3;289618;290244;cgd3_940
chr3;290983;293103;cgd3_950
chr3;293124;293684;cgd3_960
chr3;294291;294764;cgd3_970
chr3;294997;296356;cgd3_980
chr3;296534;297600;cgd3_990
chr4;1452;1934;cgd4_10
chr4;24378;25450;cgd4_100
chr4;269037;269498;cgd4_1000
chr4;270169;275757;cgd4_1010
chr4;275725;278476;cgd4_1020
chr4;279257;280315;cgd4_1030
chr4;280700;282781;cgd4_1040
chr4;283699;284403;cgd4_1070
chr4;284544;286583;cgd4_1080
chr4;286946;287479;cgd4_1090
chr4;25464;27320;cgd4_110
chr4;288103;289770;cgd4_1100
chr4;289950;290438;cgd4_1103
chr4;291938;295417;cgd4_1110
chr4;296292;297641;cgd4_1120
chr4;298153;299217;cgd4_1130
chr4;299271;299791;cgd4_1133
chr4;300413;301342;cgd4_1140
chr4;301687;302403;cgd4_1150
chr4;302505;304313;cgd4_1160
chr4;304918;306608;cgd4_1170
chr4;306914;307246;cgd4_1180
chr4;307629;308036;cgd4_1190
chr4;27620;29347;cgd4_120
chr4;308058;309026;cgd4_1200
chr4;309668;311083;cgd4_1210
chr4;311572;312363;cgd4_1220
chr4;29322;30151;cgd4_123
chr4;312998;313381;cgd4_1230
chr4;313823;316591;cgd4_1240
chr4;317805;318110;cgd4_1250
chr4;318148;318624;cgd4_1260
chr4;318625;319461;cgd4_1270
chr4;320037;320957;cgd4_1283
chr4;30523;32928;cgd4_130
chr4;320921;322615;cgd4_1300
chr4;323392;325185;cgd4_1310
chr4;325591;327996;cgd4_1320
chr4;328575;331034;cgd4_1330
chr4;331046;333475;cgd4_1340
chr4;334303;337179;cgd4_1350
chr4;337443;339503;cgd4_1360
chr4;340098;344570;cgd4_1370
chr4;345027;349835;cgd4_1380
chr4;350293;354861;cgd4_1390
chr4;33039;37160;cgd4_140
chr4;355829;357844;cgd4_1400
chr4;358133;358837;cgd4_1410
chr4;359027;360340;cgd4_1420
chr4;360966;362105;cgd4_1430
chr4;364148;366844;cgd4_1450
chr4;366901;367326;cgd4_1460
chr4;368103;371536;cgd4_1470
chr4;371628;375098;cgd4_1480
chr4;375151;376359;cgd4_1490
chr4;37556;39023;cgd4_150
chr4;377206;377583;cgd4_1500
chr4;377746;378504;cgd4_1510
chr4;378780;379391;cgd4_1513
chr4;380394;381455;cgd4_1520
chr4;382532;384061;cgd4_1530
chr4;385053;386394;cgd4_1540
chr4;386458;387276;cgd4_1543
chr4;388166;388237;cgd4_1555
chr4;387546;387617;cgd4_1556
chr4;388362;389616;cgd4_1560
chr4;389936;392199;cgd4_1570
chr4;392508;395543;cgd4_1580
chr4;397428;404896;cgd4_1590
chr4;39095;39976;cgd4_160
chr4;405598;409584;cgd4_1600
chr4;409604;411409;cgd4_1610
chr4;412359;414795;cgd4_1620
chr4;414730;414825;cgd4_1625
chr4;415490;416128;cgd4_1630
chr4;416315;418177;cgd4_1640
chr4;418453;419227;cgd4_1650
chr4;419490;419837;cgd4_1660
chr4;420130;420970;cgd4_1670
chr4;421504;422514;cgd4_1680
chr4;422712;427415;cgd4_1690
chr4;40092;40415;cgd4_170
chr4;427863;430303;cgd4_1700
chr4;430700;435100;cgd4_1710
chr4;435732;436985;cgd4_1720
chr4;437011;439686;cgd4_1730
chr4;440059;443136;cgd4_1740
chr4;443131;443463;cgd4_1750
chr4;443625;445610;cgd4_1760
chr4;445901;446629;cgd4_1770
chr4;447600;449033;cgd4_1780
chr4;449276;449983;cgd4_1790
chr4;40500;44924;cgd4_180
chr4;450307;450954;cgd4_1800
chr4;451155;451508;cgd4_1810
chr4;452593;454548;cgd4_1820
chr4;454845;455300;cgd4_1830
chr4;455563;458079;cgd4_1840
chr4;458367;460814;cgd4_1850
chr4;460939;463087;cgd4_1860
chr4;463174;463842;cgd4_1870
chr4;464580;468011;cgd4_1880
chr4;468305;471797;cgd4_1890
chr4;45227;51526;cgd4_190
chr4;472056;472487;cgd4_1900
chr4;472744;474189;cgd4_1910
chr4;474369;477346;cgd4_1920
chr4;477602;479056;cgd4_1930
chr4;479399;479920;cgd4_1940
chr4;480010;480744;cgd4_1950
chr4;480806;481918;cgd4_1960
chr4;482437;483111;cgd4_1970
chr4;483253;484332;cgd4_1980
chr4;484551;486072;cgd4_1990
chr4;4410;5417;cgd4_20
chr4;52198;57699;cgd4_200
chr4;486643;488106;cgd4_2000
chr4;488556;489986;cgd4_2010
chr4;490068;492417;cgd4_2020
chr4;492507;492591;cgd4_2025
chr4;492786;493415;cgd4_2030
chr4;493594;494740;cgd4_2032
chr4;494710;494975;cgd4_2033
chr4;495056;498181;cgd4_2040
chr4;498538;499599;cgd4_2053
chr4;499796;501109;cgd4_2070
chr4;501174;502253;cgd4_2080
chr4;502573;504324;cgd4_2090
chr4;504941;505341;cgd4_2093
chr4;58004;59266;cgd4_210
chr4;505714;507069;cgd4_2100
chr4;507143;507886;cgd4_2103
chr4;508103;510010;cgd4_2110
chr4;510763;512244;cgd4_2120
chr4;512337;513365;cgd4_2130
chr4;513678;514844;cgd4_2140
chr4;514926;517109;cgd4_2150
chr4;517451;518566;cgd4_2160
chr4;519008;521338;cgd4_2170
chr4;521347;524745;cgd4_2180
chr4;525136;526788;cgd4_2190
chr4;59700;60399;cgd4_220
chr4;527010;530720;cgd4_2200
chr4;531200;533932;cgd4_2210
chr4;533975;534367;cgd4_2220
chr4;534860;536518;cgd4_2230
chr4;536583;540548;cgd4_2240
chr4;540839;541765;cgd4_2250
chr4;542681;543637;cgd4_2260
chr4;544066;545208;cgd4_2270
chr4;545269;546030;cgd4_2280
chr4;546241;547013;cgd4_2290
chr4;6504;6784;cgd4_23
chr4;60472;61785;cgd4_230
chr4;547286;550489;cgd4_2300
chr4;550635;551321;cgd4_2310
chr4;551858;554347;cgd4_2320
chr4;554386;554700;cgd4_2330
chr4;554833;555282;cgd4_2340
chr4;555778;556830;cgd4_2350
chr4;557311;558519;cgd4_2360
chr4;558679;560358;cgd4_2370
chr4;560351;562738;cgd4_2373
chr4;563209;564624;cgd4_2380
chr4;564697;564779;cgd4_2385
chr4;565241;567670;cgd4_2390
chr4;63499;64800;cgd4_240
chr4;567738;568384;cgd4_2400
chr4;568759;570690;cgd4_2410
chr4;570764;572563;cgd4_2420
chr4;65619;66121;cgd4_243
chr4;573055;575568;cgd4_2430
chr4;575789;576376;cgd4_2440
chr4;576379;576942;cgd4_2450
chr4;576982;577881;cgd4_2460
chr4;578026;580560;cgd4_2470
chr4;580799;581401;cgd4_2480
chr4;581757;582470;cgd4_2490
chr4;66523;67613;cgd4_250
chr4;583121;583624;cgd4_2500
chr4;583955;585103;cgd4_2510
chr4;585204;586028;cgd4_2520
chr4;586402;587094;cgd4_2530
chr4;587806;589011;cgd4_2540
chr4;589017;590094;cgd4_2550
chr4;590200;590550;cgd4_2552
chr4;590874;591538;cgd4_2553
chr4;591689;594367;cgd4_2560
chr4;594844;596340;cgd4_2570
chr4;596362;596435;cgd4_2575
chr4;596652;599096;cgd4_2580
chr4;599113;600159;cgd4_2590
chr4;68164;72818;cgd4_260
chr4;600339;601376;cgd4_2600
chr4;601656;602339;cgd4_2610
chr4;602366;603340;cgd4_2620
chr4;603646;604963;cgd4_2633
chr4;605068;606948;cgd4_2650
chr4;607230;608060;cgd4_2660
chr4;608425;618810;cgd4_2670
chr4;618848;619618;cgd4_2680
chr4;619815;625217;cgd4_2690
chr4;625658;625873;cgd4_2693
chr4;72892;73749;cgd4_270
chr4;625975;627930;cgd4_2700
chr4;628187;628420;cgd4_2710
chr4;628597;633183;cgd4_2720
chr4;633533;636496;cgd4_2730
chr4;636516;637382;cgd4_2740
chr4;637507;638796;cgd4_2750
chr4;638965;639300;cgd4_2760
chr4;639510;641183;cgd4_2770
chr4;641190;642275;cgd4_2780
chr4;642529;643815;cgd4_2790
chr4;73923;75710;cgd4_280
chr4;644065;645201;cgd4_2800
chr4;646428;649708;cgd4_2810
chr4;650052;651044;cgd4_2820
chr4;651418;652194;cgd4_2830
chr4;652232;653041;cgd4_2840
chr4;653246;655303;cgd4_2850
chr4;656392;657771;cgd4_2860
chr4;657854;659386;cgd4_2870
chr4;659383;660693;cgd4_2880
chr4;660812;662845;cgd4_2890
chr4;75965;78224;cgd4_290
chr4;663261;703502;cgd4_2900
chr4;703627;705711;cgd4_2910
chr4;705725;707548;cgd4_2920
chr4;707873;709918;cgd4_2930
chr4;709971;710044;cgd4_2935
chr4;710150;711226;cgd4_2940
chr4;711619;712686;cgd4_2950
chr4;712690;713783;cgd4_2960
chr4;713838;715733;cgd4_2970
chr4;716208;716282;cgd4_2975
chr4;715883;715954;cgd4_2976
chr4;716001;718115;cgd4_2980
chr4;718129;719592;cgd4_2990
chr4;7692;9168;cgd4_30
chr4;78301;79915;cgd4_300
chr4;719728;721836;cgd4_3000
chr4;722651;723466;cgd4_3010
chr4;723572;724726;cgd4_3020
chr4;725026;726018;cgd4_3030
chr4;726209;727525;cgd4_3040
chr4;727727;728824;cgd4_3050
chr4;729036;729428;cgd4_3060
chr4;729503;730163;cgd4_3070
chr4;730437;730916;cgd4_3080
chr4;731601;733217;cgd4_3090
chr4;9437;9703;cgd4_31
chr4;80208;81236;cgd4_310
