"Gene ID","Name","Parent ID","Start Min","End Max","Transcript ID"
"cgd3_1173","7324359","13831625","742","771","cgd3_1173-RA"
"cgd3_1173","7324360","13831625","1115","1126","cgd3_1173-RA"
"cgd3_1173","7324362","13831625","1237","1252","cgd3_1173-RA"
"cgd3_1173","7324363","13831625","1356","1360","cgd3_1173-RA"
"cgd3_1173","7324364","13831625","1504","1517","cgd3_1173-RA"
"cgd3_1173","7324365","13831625","1732","1747","cgd3_1173-RA"
"cgd3_1173","7324367","13831625","1821","1850","cgd3_1173-RA"
"cgd3_1173","7324355","13831625","578","585","cgd3_1173-RA"
"cgd3_1173","7324354","13831625","464","475","cgd3_1173-RA"
"cgd3_1173","7324353","13831625","443","459","cgd3_1173-RA"
"cgd3_1173","7324352","13831625","409","422","cgd3_1173-RA"
"cgd3_1173","7324361","13831625","1141","1152","cgd3_1173-RA"
"cgd3_1173","7324350","13831625","335","366","cgd3_1173-RA"
"cgd3_1173","7324349","13831625","295","321","cgd3_1173-RA"
"cgd3_1173","7324348","13831625","206","225","cgd3_1173-RA"
"cgd3_1173","7324347","13831625","153","165","cgd3_1173-RA"
"cgd3_1173","7324366","13831625","1762","1777","cgd3_1173-RA"
"cgd3_1173","7324351","13831625","393","402","cgd3_1173-RA"
"cgd3_1180","7324371","13831626","1159","1172","cgd3_1180-RA"
"cgd3_1180","7324372","13831626","1188","1202","cgd3_1180-RA"
"cgd3_1180","7324373","13831626","1317","1325","cgd3_1180-RA"
"cgd3_1180","7324374","13831626","1330","1338","cgd3_1180-RA"
"cgd3_1180","7324375","13831626","1640","1668","cgd3_1180-RA"
"cgd3_1180","7324376","13831626","1917","1932","cgd3_1180-RA"
"cgd3_1180","7324377","13831626","1957","1973","cgd3_1180-RA"
"cgd3_1180","7324378","13831626","2025","2053","cgd3_1180-RA"
"cgd3_1180","7324379","13831626","2259","2280","cgd3_1180-RA"
"cgd3_1180","7324380","13831626","2297","2307","cgd3_1180-RA"
"cgd3_1180","7324381","13831626","2352","2363","cgd3_1180-RA"
"cgd3_1180","7324382","13831626","2442","2457","cgd3_1180-RA"
"cgd3_1180","7324383","13831626","2791","2805","cgd3_1180-RA"
"cgd3_1180","7324384","13831626","2886","2899","cgd3_1180-RA"
"cgd3_1180","7324385","13831626","2906","2929","cgd3_1180-RA"
"cgd3_1180","7324386","13831626","2933","2978","cgd3_1180-RA"
"cgd3_1180","7324387","13831626","2983","2994","cgd3_1180-RA"
"cgd3_1180","7324388","13831626","2998","3046","cgd3_1180-RA"
"cgd3_1180","7324389","13831626","3050","3064","cgd3_1180-RA"
"cgd3_1180","7324390","13831626","3142","3165","cgd3_1180-RA"
"cgd3_1180","7324391","13831626","3168","3197","cgd3_1180-RA"
"cgd3_1180","7324392","13831626","3201","3209","cgd3_1180-RA"
"cgd3_1180","7324393","13831626","3213","3228","cgd3_1180-RA"
"cgd3_1180","7324394","13831626","3250","3273","cgd3_1180-RA"
"cgd3_1180","7324395","13831626","3288","3306","cgd3_1180-RA"
"cgd3_1180","7324396","13831626","3392","3411","cgd3_1180-RA"
"cgd3_1180","7324397","13831626","3427","3443","cgd3_1180-RA"
"cgd3_1180","7324398","13831626","3490","3501","cgd3_1180-RA"
"cgd3_1180","7324399","13831626","3525","3555","cgd3_1180-RA"
"cgd3_1180","7324400","13831626","3580","3613","cgd3_1180-RA"
"cgd3_1180","7324401","13831626","3649","3663","cgd3_1180-RA"
"cgd3_1180","7324402","13831626","3665","3685","cgd3_1180-RA"
"cgd3_1180","7324403","13831626","3688","3705","cgd3_1180-RA"
"cgd3_1180","7324404","13831626","3710","3731","cgd3_1180-RA"
"cgd3_1180","7324405","13831626","3807","3857","cgd3_1180-RA"
"cgd3_1180","7324368","13831626","514","524","cgd3_1180-RA"
"cgd3_1180","7324369","13831626","618","641","cgd3_1180-RA"
"cgd3_1180","7324370","13831626","751","762","cgd3_1180-RA"
"cgd3_120","7323994","13831515","5","15","cgd3_120-RA"
"cgd3_120","7323995","13831515","73","87","cgd3_120-RA"
"cgd3_1210","7324406","13831628","7","32","cgd3_1210-RA"
"cgd3_1210","7324407","13831628","42","52","cgd3_1210-RA"
"cgd3_1220","7324408","13831629","212","229","cgd3_1220-RA"
"cgd3_1220","7324409","13831629","246","267","cgd3_1220-RA"
"cgd3_1230","7324410","13831630","2","15","cgd3_1230-RA"
"cgd3_1230","7324411","13831630","314","336","cgd3_1230-RA"
"cgd3_1270","7324412","13831634","10","39","cgd3_1270-RA"
"cgd3_1280","7324413","13831635","300","319","cgd3_1280-RA"
"cgd3_1280","7324414","13831635","367","383","cgd3_1280-RA"
"cgd3_1280","7324415","13831635","628","653","cgd3_1280-RA"
"cgd3_1280","7324416","13831635","687","699","cgd3_1280-RA"
"cgd3_1290","7324417","13831636","62","72","cgd3_1290-RA"
"cgd3_130","7323996","13831516","45","54","cgd3_130-RA"
"cgd3_130","7323997","13831516","172","184","cgd3_130-RA"
"cgd3_1310","7324418","13831638","150","166","cgd3_1310-RA"
"cgd3_1330","7324422","13831640","92","104","cgd3_1330-RA"
"cgd3_1330","7324423","13831640","132","168","cgd3_1330-RA"
"cgd3_1330","7324424","13831640","199","209","cgd3_1330-RA"
"cgd3_1330","7324426","13831640","430","495","cgd3_1330-RA"
"cgd3_1330","7324425","13831640","361","412","cgd3_1330-RA"
"cgd3_1330","7324420","13831640","34","50","cgd3_1330-RA"
"cgd3_1330","7324419","13831640","6","17","cgd3_1330-RA"
"cgd3_1330","7324421","13831640","69","90","cgd3_1330-RA"
"cgd3_1340","7324427","13831641","288","302","cgd3_1340-RA"
"cgd3_1350","7324432","13831642","967","981","cgd3_1350-RA"
"cgd3_1350","7324431","13831642","924","933","cgd3_1350-RA"
"cgd3_1350","7324430","13831642","826","839","cgd3_1350-RA"
"cgd3_1350","7324429","13831642","617","636","cgd3_1350-RA"
"cgd3_1350","7324428","13831642","311","334","cgd3_1350-RA"
"cgd3_1370","7324434","13831644","363","374","cgd3_1370-RA"
"cgd3_1370","7324435","13831644","479","487","cgd3_1370-RA"
"cgd3_1370","7324433","13831644","210","226","cgd3_1370-RA"
"cgd3_1380","7324436","13831645","194","205","cgd3_1380-RA"
"cgd3_1390","7324437","13831647","277","291","cgd3_1390-RA"
"cgd3_1390","7324438","13831647","669","682","cgd3_1390-RA"
"cgd3_140","7323998","13831517","332","343","cgd3_140-RA"
"cgd3_140","7323999","13831517","347","360","cgd3_140-RA"
"cgd3_140","7324000","13831517","372","387","cgd3_140-RA"
"cgd3_140","7324001","13831517","452","465","cgd3_140-RA"
"cgd3_140","7324002","13831517","598","608","cgd3_140-RA"
"cgd3_140","7324003","13831517","731","751","cgd3_140-RA"
"cgd3_140","7324004","13831517","1264","1275","cgd3_140-RA"
"cgd3_1400","7324439","13831648","932","946","cgd3_1400-RA"
"cgd3_1430","7324440","13831651","6","17","cgd3_1430-RA"
"cgd3_1430","7324441","13831651","45","58","cgd3_1430-RA"
"cgd3_1460","7324442","13831654","287","304","cgd3_1460-RA"
"cgd3_1460","7324443","13831654","345","360","cgd3_1460-RA"
"cgd3_1460","7324444","13831654","377","390","cgd3_1460-RA"
"cgd3_1460","7324445","13831654","416","432","cgd3_1460-RA"
"cgd3_1470","7324446","13831655","285","298","cgd3_1470-RA"
"cgd3_1480","7324447","13831656","381","390","cgd3_1480-RA"
"cgd3_1500","7324448","13831658","374","383","cgd3_1500-RA"
"cgd3_1520","7324450","13831660","334","346","cgd3_1520-RA"
"cgd3_1520","7324449","13831660","16","28","cgd3_1520-RA"
"cgd3_1520","7324451","13831660","355","367","cgd3_1520-RA"
"cgd3_1530","7324452","13831661","80","89","cgd3_1530-RA"
"cgd3_1530","7324453","13831661","134","154","cgd3_1530-RA"
"cgd3_1540","7324454","13831662","30","41","cgd3_1540-RA"
"cgd3_1540","7324455","13831662","1266","1289","cgd3_1540-RA"
"cgd3_1540","7324456","13831662","1300","1343","cgd3_1540-RA"
"cgd3_1540","7324457","13831662","1391","1443","cgd3_1540-RA"
"cgd3_1550","7324460","13831663","584","593","cgd3_1550-RA"
"cgd3_1550","7324459","13831663","536","553","cgd3_1550-RA"
"cgd3_1550","7324458","13831663","420","473","cgd3_1550-RA"
"cgd3_1550","7324461","13831663","639","659","cgd3_1550-RA"
"cgd3_1550","7324464","13831663","787","810","cgd3_1550-RA"
"cgd3_1550","7324463","13831663","704","729","cgd3_1550-RA"
"cgd3_1550","7324462","13831663","685","698","cgd3_1550-RA"
"cgd3_1560","7324466","13831664","172","185","cgd3_1560-RA"
"cgd3_1560","7324465","13831664","127","158","cgd3_1560-RA"
"cgd3_1580","7324468","13831666","981","995","cgd3_1580-RA"
"cgd3_1580","7324467","13831666","830","843","cgd3_1580-RA"
"cgd3_1580","7324469","13831666","1193","1209","cgd3_1580-RA"
"cgd3_1580","7324471","13831666","1313","1335","cgd3_1580-RA"
"cgd3_1580","7324470","13831666","1223","1242","cgd3_1580-RA"
"cgd3_1580","7324472","13831666","1347","1363","cgd3_1580-RA"
"cgd3_1590","7324473","13831667","352","365","cgd3_1590-RA"
"cgd3_1590","7324474","13831667","719","750","cgd3_1590-RA"
"cgd3_160","7324006","13831519","534","547","cgd3_160-RA"
"cgd3_160","7324005","13831519","385","396","cgd3_160-RA"
"cgd3_1600","7324477","13831668","392","423","cgd3_1600-RA"
"cgd3_1600","7324476","13831668","293","307","cgd3_1600-RA"
"cgd3_1600","7324475","13831668","213","229","cgd3_1600-RA"
"cgd3_1610","7324479","13831669","114","136","cgd3_1610-RA"
"cgd3_1610","7324480","13831669","157","183","cgd3_1610-RA"
"cgd3_1610","7324481","13831669","250","273","cgd3_1610-RA"
"cgd3_1610","7324482","13831669","287","302","cgd3_1610-RA"
"cgd3_1610","7324483","13831669","330","342","cgd3_1610-RA"
"cgd3_1610","7324484","13831669","624","640","cgd3_1610-RA"
"cgd3_1610","7324485","13831669","679","698","cgd3_1610-RA"
"cgd3_1610","7324486","13831669","771","783","cgd3_1610-RA"
"cgd3_1610","7324478","13831669","64","87","cgd3_1610-RA"
"cgd3_1640","7324487","13831672","331","349","cgd3_1640-RA"
"cgd3_1650","7324489","13831673","140","151","cgd3_1650-RA"
"cgd3_1650","7324488","13831673","81","92","cgd3_1650-RA"
"cgd3_1660","7324490","13831674","3","17","cgd3_1660-RA"
"cgd3_1690","7324491","13831676","27","45","cgd3_1690-RA"
"cgd3_1690","7324492","13831676","236","259","cgd3_1690-RA"
"cgd3_1690","7324493","13831676","267","278","cgd3_1690-RA"
"cgd3_170","7324007","13831520","152","166","cgd3_170-RA"
"cgd3_1700","7324494","13831677","53","74","cgd3_1700-RA"
"cgd3_1700","7324495","13831677","630","649","cgd3_1700-RA"
"cgd3_1720","7324496","13831679","94","104","cgd3_1720-RA"
"cgd3_1720","7324497","13831679","205","217","cgd3_1720-RA"
"cgd3_1730","7324498","13831680","9","23","cgd3_1730-RA"
"cgd3_1730","7324499","13831680","96","111","cgd3_1730-RA"
"cgd3_1730","7324500","13831680","200","216","cgd3_1730-RA"
"cgd3_1740","7324501","13831681","5","19","cgd3_1740-RA"
"cgd3_1740","7324502","13831681","113","125","cgd3_1740-RA"
"cgd3_1740","7324504","13831681","308","358","cgd3_1740-RA"
"cgd3_1740","7324503","13831681","288","302","cgd3_1740-RA"
"cgd3_1750","7324507","13831682","252","268","cgd3_1750-RA"
"cgd3_1750","7324506","13831682","103","119","cgd3_1750-RA"
"cgd3_1750","7324505","13831682","44","48","cgd3_1750-RA"
"cgd3_1760","7324508","13831683","197","211","cgd3_1760-RA"
"cgd3_1760","7324509","13831683","248","259","cgd3_1760-RA"
"cgd3_1770","7324510","13831684","3","18","cgd3_1770-RA"
"cgd3_1770","7324511","13831684","97","109","cgd3_1770-RA"
"cgd3_1770","7324512","13831684","177","208","cgd3_1770-RA"
"cgd3_1770","7324513","13831684","265","278","cgd3_1770-RA"
"cgd3_1770","7324514","13831684","502","517","cgd3_1770-RA"
"cgd3_1780","7324517","13831685","83","98","cgd3_1780-RA"
"cgd3_1780","7324516","13831685","59","74","cgd3_1780-RA"
"cgd3_1780","7324515","13831685","49","57","cgd3_1780-RA"
"cgd3_1780","7324518","13831685","160","191","cgd3_1780-RA"
"cgd3_1790","7324520","13831686","335","343","cgd3_1790-RA"
"cgd3_1790","7324519","13831686","182","196","cgd3_1790-RA"
"cgd3_1790","7324521","13831686","434","451","cgd3_1790-RA"
"cgd3_1790","7324522","13831686","762","772","cgd3_1790-RA"
"cgd3_1800","7324524","13831687","316","331","cgd3_1800-RA"
"cgd3_1800","7324523","13831687","76","88","cgd3_1800-RA"
"cgd3_1800","7324525","13831687","390","397","cgd3_1800-RA"
"cgd3_1810","7324526","13831688","306","326","cgd3_1810-RA"
"cgd3_1810","7324527","13831688","351","361","cgd3_1810-RA"
"cgd3_1820","7324528","13831689","193","201","cgd3_1820-RA"
"cgd3_1830","7324530","13831690","442","458","cgd3_1830-RA"
"cgd3_1830","7324529","13831690","14","25","cgd3_1830-RA"
"cgd3_1830","7324531","13831690","907","918","cgd3_1830-RA"
"cgd3_1840","7324535","13831691","945","956","cgd3_1840-RA"
"cgd3_1840","7324536","13831691","1295","1306","cgd3_1840-RA"
"cgd3_1840","7324537","13831691","1587","1600","cgd3_1840-RA"
"cgd3_1840","7324538","13831691","1682","1694","cgd3_1840-RA"
"cgd3_1840","7324532","13831691","565","574","cgd3_1840-RA"
"cgd3_1840","7324533","13831691","590","606","cgd3_1840-RA"
"cgd3_1840","7324534","13831691","713","721","cgd3_1840-RA"
"cgd3_1850","7324539","13831692","291","308","cgd3_1850-RA"
"cgd3_1880","7324541","13831695","372","393","cgd3_1880-RA"
"cgd3_1880","7324542","13831695","549","553","cgd3_1880-RA"
"cgd3_1880","7324543","13831695","580","590","cgd3_1880-RA"
"cgd3_1880","7324540","13831695","88","99","cgd3_1880-RA"
"cgd3_1880","7324544","13831695","606","616","cgd3_1880-RA"
"cgd3_1880","7324547","13831695","1042","1054","cgd3_1880-RA"
"cgd3_1880","7324545","13831695","621","643","cgd3_1880-RA"
"cgd3_1880","7324546","13831695","738","766","cgd3_1880-RA"
"cgd3_1890","7324548","13831696","600","604","cgd3_1890-RA"
"cgd3_1890","7324549","13831696","654","663","cgd3_1890-RA"
"cgd3_190","7324010","13831522","148","258","cgd3_190-RA"
"cgd3_190","7324011","13831522","276","443","cgd3_190-RA"
"cgd3_190","7324009","13831522","117","125","cgd3_190-RA"
"cgd3_190","7324008","13831522","66","92","cgd3_190-RA"
"cgd3_1920","7324550","13831699","202","214","cgd3_1920-RA"
"cgd3_1930","7324552","13831700","198","215","cgd3_1930-RA"
"cgd3_1930","7324551","13831700","116","129","cgd3_1930-RA"
"cgd3_1940","7324553","13831701","54","69","cgd3_1940-RA"
"cgd3_1960","7324554","13831703","85","92","cgd3_1960-RA"
"cgd3_1980","7324561","13831705","555","570","cgd3_1980-RA"
"cgd3_1980","7324562","13831705","629","661","cgd3_1980-RA"
"cgd3_1980","7324563","13831705","673","709","cgd3_1980-RA"
"cgd3_1980","7324560","13831705","502","518","cgd3_1980-RA"
"cgd3_1980","7324559","13831705","446","456","cgd3_1980-RA"
"cgd3_1980","7324558","13831705","389","399","cgd3_1980-RA"
"cgd3_1980","7324557","13831705","330","348","cgd3_1980-RA"
"cgd3_1980","7324555","13831705","77","94","cgd3_1980-RA"
"cgd3_1980","7324556","13831705","195","207","cgd3_1980-RA"
"cgd3_1990","7324569","13831706","915","931","cgd3_1990-RA"
"cgd3_1990","7324567","13831706","552","566","cgd3_1990-RA"
"cgd3_1990","7324566","13831706","230","241","cgd3_1990-RA"
"cgd3_1990","7324565","13831706","137","159","cgd3_1990-RA"
"cgd3_1990","7324564","13831706","37","59","cgd3_1990-RA"
"cgd3_1990","7324568","13831706","883","900","cgd3_1990-RA"
"cgd3_20","7323973","13831505","66","82","cgd3_20-RA"
"cgd3_200","7324012","13831523","6","20","cgd3_200-RA"
"cgd3_2000","7324570","13831707","531","538","cgd3_2000-RA"
"cgd3_2000","7324571","13831707","562","570","cgd3_2000-RA"
"cgd3_2010","7324577","13831708","1071","1087","cgd3_2010-RA"
"cgd3_2010","7324576","13831708","969","979","cgd3_2010-RA"
"cgd3_2010","7324573","13831708","352","367","cgd3_2010-RA"
"cgd3_2010","7324574","13831708","423","431","cgd3_2010-RA"
"cgd3_2010","7324575","13831708","635","651","cgd3_2010-RA"
"cgd3_2010","7324572","13831708","2","26","cgd3_2010-RA"
"cgd3_2030","7324578","13831711","204","215","cgd3_2030-RA"
"cgd3_2030","7324579","13831711","243","256","cgd3_2030-RA"
"cgd3_2060","7324580","13831714","215","223","cgd3_2060-RA"
"cgd3_2060","7324581","13831714","247","260","cgd3_2060-RA"
"cgd3_2070","7324582","13831715","117","133","cgd3_2070-RA"
"cgd3_2080","7324583","13831716","74","87","cgd3_2080-RA"
"cgd3_2080","7324588","13831716","1431","1447","cgd3_2080-RA"
"cgd3_2080","7324587","13831716","1129","1142","cgd3_2080-RA"
"cgd3_2080","7324586","13831716","488","498","cgd3_2080-RA"
"cgd3_2080","7324585","13831716","320","331","cgd3_2080-RA"
"cgd3_2080","7324584","13831716","207","221","cgd3_2080-RA"
"cgd3_2080","7324589","13831716","1469","1477","cgd3_2080-RA"
"cgd3_210","7324013","13831524","157","166","cgd3_210-RA"
"cgd3_210","7324014","13831524","340","350","cgd3_210-RA"
"cgd3_210","7324015","13831524","440","453","cgd3_210-RA"
"cgd3_210","7324016","13831524","522","540","cgd3_210-RA"
"cgd3_210","7324018","13831524","668","686","cgd3_210-RA"
"cgd3_210","7324022","13831524","1287","1307","cgd3_210-RA"
"cgd3_210","7324021","13831524","1187","1211","cgd3_210-RA"
"cgd3_210","7324020","13831524","1121","1133","cgd3_210-RA"
"cgd3_210","7324019","13831524","1064","1077","cgd3_210-RA"
"cgd3_210","7324017","13831524","594","609","cgd3_210-RA"
"cgd3_2120","7324595","13831721","1870","1881","cgd3_2120-RA"
"cgd3_2120","7324594","13831721","1685","1710","cgd3_2120-RA"
"cgd3_2120","7324593","13831721","1633","1648","cgd3_2120-RA"
"cgd3_2120","7324592","13831721","854","866","cgd3_2120-RA"
"cgd3_2120","7324590","13831721","13","25","cgd3_2120-RA"
"cgd3_2120","7324591","13831721","649","660","cgd3_2120-RA"
"cgd3_2140","7324597","13831723","236","255","cgd3_2140-RA"
"cgd3_2140","7324596","13831723","102","115","cgd3_2140-RA"
"cgd3_2140","7324598","13831723","356","371","cgd3_2140-RA"
"cgd3_2150","7324599","13831724","166","180","cgd3_2150-RA"
"cgd3_2180","7324610","13831727","6727","6736","cgd3_2180-RA"
"cgd3_2180","7324611","13831727","7028","7044","cgd3_2180-RA"
"cgd3_2180","7324612","13831727","7305","7316","cgd3_2180-RA"
"cgd3_2180","7324613","13831727","7463","7479","cgd3_2180-RA"
"cgd3_2180","7324604","13831727","4523","4534","cgd3_2180-RA"
"cgd3_2180","7324603","13831727","3447","3456","cgd3_2180-RA"
"cgd3_2180","7324602","13831727","2644","2662","cgd3_2180-RA"
"cgd3_2180","7324601","13831727","2357","2366","cgd3_2180-RA"
"cgd3_2180","7324600","13831727","1626","1642","cgd3_2180-RA"
"cgd3_2180","7324609","13831727","6552","6565","cgd3_2180-RA"
"cgd3_2180","7324608","13831727","6113","6127","cgd3_2180-RA"
"cgd3_2180","7324605","13831727","4565","4574","cgd3_2180-RA"
"cgd3_2180","7324606","13831727","4866","4882","cgd3_2180-RA"
"cgd3_2180","7324607","13831727","5672","5682","cgd3_2180-RA"
"cgd3_2190","7324615","13831728","144","167","cgd3_2190-RA"
"cgd3_2190","7324614","13831728","110","133","cgd3_2190-RA"
"cgd3_2190","7324616","13831728","320","336","cgd3_2190-RA"
"cgd3_220","7324023","13831525","10","38","cgd3_220-RA"
"cgd3_2210","7324617","13831730","241","260","cgd3_2210-RA"
"cgd3_2260","7324618","13831735","124","133","cgd3_2260-RA"
"cgd3_2270","7324619","13831736","477","490","cgd3_2270-RA"
"cgd3_2280","7324621","13831737","93","102","cgd3_2280-RA"
"cgd3_2280","7324620","13831737","68","81","cgd3_2280-RA"
"cgd3_2293","7324622","13831738","355","366","cgd3_2293-RA"
"cgd3_230","7324024","13831526","25","36","cgd3_230-RA"
"cgd3_230","7324025","13831526","615","626","cgd3_230-RA"
"cgd3_230","7324026","13831526","1064","1073","cgd3_230-RA"
"cgd3_230","7324028","13831526","2606","2624","cgd3_230-RA"
"cgd3_230","7324027","13831526","2138","2160","cgd3_230-RA"
"cgd3_2320","7324626","13831740","215","230","cgd3_2320-RA"
"cgd3_2320","7324625","13831740","156","170","cgd3_2320-RA"
"cgd3_2320","7324623","13831740","76","86","cgd3_2320-RA"
"cgd3_2320","7324624","13831740","89","108","cgd3_2320-RA"
"cgd3_2322","7324627","13831741","182","202","cgd3_2322-RA"
"cgd3_2322","7324629","13831741","300","316","cgd3_2322-RA"
"cgd3_2322","7324628","13831741","243","261","cgd3_2322-RA"
"cgd3_2323","7324632","13831742","83","95","cgd3_2323-RA"
"cgd3_2323","7324630","13831742","8","20","cgd3_2323-RA"
"cgd3_2323","7324631","13831742","66","77","cgd3_2323-RA"
"cgd3_2330","7324633","13831743","549","562","cgd3_2330-RA"
"cgd3_2330","7324634","13831743","588","606","cgd3_2330-RA"
"cgd3_2330","7324635","13831743","830","843","cgd3_2330-RA"
"cgd3_2350","7324636","13831745","232","244","cgd3_2350-RA"
"cgd3_2350","7324637","13831745","298","314","cgd3_2350-RA"
"cgd3_2360","7324639","13831747","64","83","cgd3_2360-RA"
"cgd3_2360","7324640","13831747","107","172","cgd3_2360-RA"
"cgd3_2360","7324641","13831747","256","287","cgd3_2360-RA"
"cgd3_2360","7324642","13831747","311","335","cgd3_2360-RA"
"cgd3_2360","7324643","13831747","366","378","cgd3_2360-RA"
"cgd3_2360","7324644","13831747","380","412","cgd3_2360-RA"
"cgd3_2360","7324645","13831747","424","454","cgd3_2360-RA"
"cgd3_2360","7324646","13831747","477","554","cgd3_2360-RA"
"cgd3_2360","7324647","13831747","783","795","cgd3_2360-RA"
"cgd3_2360","7324648","13831747","1323","1336","cgd3_2360-RA"
"cgd3_2360","7324649","13831747","1463","1479","cgd3_2360-RA"
"cgd3_2360","7324650","13831747","1530","1543","cgd3_2360-RA"
"cgd3_2360","7324638","13831747","2","21","cgd3_2360-RA"
"cgd3_2380","7324651","13831749","84","98","cgd3_2380-RA"
"cgd3_2390","7324652","13831750","370","376","cgd3_2390-RA"
"cgd3_2400","7324653","13831751","329","341","cgd3_2400-RA"
"cgd3_2410","7324654","13831752","764","790","cgd3_2410-RA"
"cgd3_2423","7324655","13831753","397","411","cgd3_2423-RA"
"cgd3_2450","7324656","13831755","231","246","cgd3_2450-RA"
"cgd3_2470","7324657","13831757","15","45","cgd3_2470-RA"
"cgd3_2470","7324659","13831757","171","184","cgd3_2470-RA"
"cgd3_2470","7324658","13831757","151","168","cgd3_2470-RA"
"cgd3_2480","7324661","13831758","143","155","cgd3_2480-RA"
"cgd3_2480","7324660","13831758","20","31","cgd3_2480-RA"
"cgd3_2490","7324662","13831759","263","271","cgd3_2490-RA"
"cgd3_250","7324029","13831528","91","105","cgd3_250-RA"
"cgd3_2500","7324663","13831760","207","219","cgd3_2500-RA"
"cgd3_2500","7324664","13831760","416","428","cgd3_2500-RA"
"cgd3_2520","7324665","13831763","141","156","cgd3_2520-RA"
"cgd3_2520","7324666","13831763","283","293","cgd3_2520-RA"
"cgd3_2520","7324667","13831763","348","359","cgd3_2520-RA"
"cgd3_2520","7324668","13831763","375","389","cgd3_2520-RA"
"cgd3_2530","7324669","13831764","36","47","cgd3_2530-RA"
"cgd3_2550","7324670","13831766","125","140","cgd3_2550-RA"
"cgd3_2560","7324671","13831767","148","160","cgd3_2560-RA"
"cgd3_2570","7324672","13831768","5","10","cgd3_2570-RA"
"cgd3_2570","7324673","13831768","175","184","cgd3_2570-RA"
"cgd3_2570","7324674","13831768","273","285","cgd3_2570-RA"
"cgd3_2590","7324675","13831770","233","248","cgd3_2590-RA"
"cgd3_260","7324031","13831529","350","363","cgd3_260-RA"
"cgd3_260","7324032","13831529","376","390","cgd3_260-RA"
"cgd3_260","7324033","13831529","521","540","cgd3_260-RA"
"cgd3_260","7324034","13831529","734","776","cgd3_260-RA"
"cgd3_260","7324035","13831529","920","947","cgd3_260-RA"
"cgd3_260","7324030","13831529","328","341","cgd3_260-RA"
"cgd3_2600","7324676","13831771","28","45","cgd3_2600-RA"
"cgd3_2600","7324677","13831771","96","111","cgd3_2600-RA"
"cgd3_2600","7324678","13831771","462","475","cgd3_2600-RA"
"cgd3_2600","7324679","13831771","480","500","cgd3_2600-RA"
"cgd3_2600","7324680","13831771","563","582","cgd3_2600-RA"
"cgd3_2600","7324682","13831771","682","703","cgd3_2600-RA"
"cgd3_2600","7324681","13831771","664","675","cgd3_2600-RA"
"cgd3_2610","7324683","13831772","168","186","cgd3_2610-RA"
"cgd3_2620","7324688","13831773","1605","1617","cgd3_2620-RA"
"cgd3_2620","7324687","13831773","1558","1569","cgd3_2620-RA"
"cgd3_2620","7324686","13831773","1408","1419","cgd3_2620-RA"
"cgd3_2620","7324685","13831773","602","616","cgd3_2620-RA"
"cgd3_2620","7324684","13831773","145","160","cgd3_2620-RA"
"cgd3_2620","7324689","13831773","1650","1666","cgd3_2620-RA"
"cgd3_2620","7324690","13831773","1676","1857","cgd3_2620-RA"
"cgd3_2630","7324691","13831774","334","344","cgd3_2630-RA"
"cgd3_2630","7324694","13831774","690","707","cgd3_2630-RA"
"cgd3_2630","7324693","13831774","636","647","cgd3_2630-RA"
"cgd3_2630","7324692","13831774","611","622","cgd3_2630-RA"
"cgd3_2650","7324699","13831776","1389","1403","cgd3_2650-RA"
"cgd3_2650","7324698","13831776","894","927","cgd3_2650-RA"
"cgd3_2650","7324697","13831776","685","697","cgd3_2650-RA"
"cgd3_2650","7324696","13831776","509","520","cgd3_2650-RA"
"cgd3_2650","7324695","13831776","190","210","cgd3_2650-RA"
"cgd3_2650","7324700","13831776","1583","1592","cgd3_2650-RA"
"cgd3_2650","7324701","13831776","1654","1666","cgd3_2650-RA"
"cgd3_2660","7324702","13831777","113","127","cgd3_2660-RA"
"cgd3_2670","7324703","13831778","82","95","cgd3_2670-RA"
"cgd3_2680","7324704","13831779","60","79","cgd3_2680-RA"
"cgd3_2690","7324708","13831780","237","248","cgd3_2690-RA"
"cgd3_2690","7324707","13831780","58","78","cgd3_2690-RA"
"cgd3_2690","7324706","13831780","37","49","cgd3_2690-RA"
"cgd3_2690","7324705","13831780","19","32","cgd3_2690-RA"
"cgd3_2690","7324709","13831780","271","283","cgd3_2690-RA"
"cgd3_270","7324036","13831530","264","276","cgd3_270-RA"
"cgd3_270","7324037","13831530","409","424","cgd3_270-RA"
"cgd3_270","7324038","13831530","545","558","cgd3_270-RA"
"cgd3_270","7324039","13831530","820","863","cgd3_270-RA"
"cgd3_270","7324040","13831530","871","888","cgd3_270-RA"
"cgd3_270","7324043","13831530","1010","1022","cgd3_270-RA"
"cgd3_270","7324042","13831530","970","1001","cgd3_270-RA"
"cgd3_270","7324041","13831530","898","962","cgd3_270-RA"
"cgd3_270","7324044","13831530","1025","1048","cgd3_270-RA"
"cgd3_2710","7324714","13831782","723","734","cgd3_2710-RA"
"cgd3_2710","7324713","13831782","501","509","cgd3_2710-RA"
"cgd3_2710","7324712","13831782","288","305","cgd3_2710-RA"
"cgd3_2710","7324710","13831782","75","93","cgd3_2710-RA"
"cgd3_2710","7324711","13831782","99","111","cgd3_2710-RA"
"cgd3_2730","7324715","13831784","70","79","cgd3_2730-RA"
"cgd3_2730","7324716","13831784","296","309","cgd3_2730-RA"
"cgd3_2730","7324717","13831784","1070","1082","cgd3_2730-RA"
