"Gene ID","Name","Type","Sequence_id","Start","End","Is Reversed","Transcript ID(s)"
"cgd3_2460","cgd3_2460","Intron","CM000431","640182","640234","0","cgd3_2460-RA"
"cgd3_2470","cgd3_2470","CDS","CM000431","640637","641281","0","cgd3_2470-RA"
"cgd3_2480","cgd3_2480","CDS","CM000431","641392","642816","0","cgd3_2480-RA"
"cgd3_2490","cgd3_2490","CDS","CM000431","642934","644100","0","cgd3_2490-RA"
"cgd3_250","cgd3_250","UTR","CM000431","63982","63982","1","cgd3_250-RA"
"cgd3_250","cgd3_250","CDS","CM000431","63983","66369","1","cgd3_250-RA"
"cgd3_250","cgd3_250","Intron","CM000431","66370","66423","1","cgd3_250-RA"
"cgd3_250","cgd3_250","CDS","CM000431","66424","66612","1","cgd3_250-RA"
"cgd3_250","cgd3_250","Intron","CM000431","66613","67024","1","cgd3_250-RA"
"cgd3_250","cgd3_250","CDS","CM000431","67025","67106","1","cgd3_250-RA"
"cgd3_250","cgd3_250","UTR","CM000431","67107","67108","1","cgd3_250-RA"
"cgd3_2500","cgd3_2500","CDS","CM000431","644295","645629","0","cgd3_2500-RA"
"cgd3_2503","cgd3_2503","CDS","CM000431","645626","646048","1","cgd3_2503-RA"
"cgd3_2503","cgd3_2503","UTR","CM000431","645565","645625","1","cgd3_2503-RA"
"cgd3_2503","cgd3_2503","UTR","CM000431","646049","646099","1","cgd3_2503-RA"
"cgd3_2505","cgd3_2505","Exon","CM000431","646339","646411","0","cgd3_2505-RA"
"cgd3_2510","cgd3_2510","UTR","CM000431","647739","647762","1","cgd3_2510-RA"
"cgd3_2510","cgd3_2510","CDS","CM000431","646437","647738","1","cgd3_2510-RA"
"cgd3_2520","cgd3_2520","CDS","CM000431","647837","649558","0","cgd3_2520-RA"
"cgd3_2530","cgd3_2530","CDS","CM000431","649635","650474","0","cgd3_2530-RA"
"cgd3_2540","cgd3_2540","CDS","CM000431","650605","651012","1","cgd3_2540-RA"
"cgd3_2550","cgd3_2550","CDS","CM000431","651402","651443","0","cgd3_2550-RA"
"cgd3_2550","cgd3_2550","Intron","CM000431","651444","651487","0","cgd3_2550-RA"
"cgd3_2550","cgd3_2550","CDS","CM000431","651488","651584","0","cgd3_2550-RA"
"cgd3_2550","cgd3_2550","CDS","CM000431","651630","652231","0","cgd3_2550-RA"
"cgd3_2550","cgd3_2550","Intron","CM000431","651585","651629","0","cgd3_2550-RA"
"cgd3_2550","cgd3_2550","UTR","CM000431","652232","652253","0","cgd3_2550-RA"
"cgd3_2560","cgd3_2560","CDS","CM000431","652326","653435","0","cgd3_2560-RA"
"cgd3_2570","cgd3_2570","CDS","CM000431","653435","654574","0","cgd3_2570-RA"
"cgd3_2580","cgd3_2580","CDS","CM000431","654831","656015","1","cgd3_2580-RA"
"cgd3_2590","cgd3_2590","CDS","CM000431","656068","657699","1","cgd3_2590-RA"
"cgd3_260","cgd3_260","UTR","CM000431","67707","67741","1","cgd3_260-RA"
"cgd3_260","cgd3_260","CDS","CM000431","67742","71284","1","cgd3_260-RA"
"cgd3_260","cgd3_260","UTR","CM000431","71285","71406","1","cgd3_260-RA"
"cgd3_2600","cgd3_2600","CDS","CM000431","657918","661523","0","cgd3_2600-RA"
"cgd3_2610","cgd3_2610","CDS","CM000431","661604","662179","0","cgd3_2610-RA"
"cgd3_2620","cgd3_2620","CDS","CM000431","662449","668136","0","cgd3_2620-RA"
"cgd3_2620","cgd3_2620","UTR","CM000431","662428","662448","0","cgd3_2620-RA"
"cgd3_2630","cgd3_2630","CDS","CM000431","668174","670933","1","cgd3_2630-RA"
"cgd3_2640","cgd3_2640","CDS","CM000431","671334","672644","0","cgd3_2640-RA"
"cgd3_2650","cgd3_2650","CDS","CM000431","672674","678037","1","cgd3_2650-RA"
"cgd3_2660","cgd3_2660","CDS","CM000431","678204","678815","0","cgd3_2660-RA"
"cgd3_2670","cgd3_2670","UTR","CM000431","679295","679375","1","cgd3_2670-RA"
"cgd3_2670","cgd3_2670","CDS","CM000431","678876","679218","1","cgd3_2670-RA"
"cgd3_2670","cgd3_2670","Intron","CM000431","679219","679265","1","cgd3_2670-RA"
"cgd3_2670","cgd3_2670","CDS","CM000431","679266","679294","1","cgd3_2670-RA"
"cgd3_2680","cgd3_2680","CDS","CM000431","679508","680029","0","cgd3_2680-RA"
"cgd3_2680","cgd3_2680","UTR","CM000431","679418","679507","0","cgd3_2680-RA"
"cgd3_2690","cgd3_2690","CDS","CM000431","680105","682000","1","cgd3_2690-RA"
"cgd3_270","cgd3_270","CDS","CM000431","72411","75803","0","cgd3_270-RA"
"cgd3_2700","cgd3_2700","Intron","CM000431","682308","682350","0","cgd3_2700-RA"
"cgd3_2700","cgd3_2700","CDS","CM000431","682351","682468","0","cgd3_2700-RA"
"cgd3_2700","cgd3_2700","Intron","CM000431","682469","682510","0","cgd3_2700-RA"
"cgd3_2700","cgd3_2700","CDS","CM000431","682511","682783","0","cgd3_2700-RA"
"cgd3_2700","cgd3_2700","CDS","CM000431","682066","682307","0","cgd3_2700-RA"
"cgd3_2710","cgd3_2710","CDS","CM000431","683009","685633","0","cgd3_2710-RA"
"cgd3_2710","cgd3_2710","UTR","CM000431","682956","683008","0","cgd3_2710-RA"
"cgd3_2710","cgd3_2710","UTR","CM000431","685634","685877","0","cgd3_2710-RA"
"cgd3_2730","cgd3_2730","CDS","CM000431","687215","690751","0","cgd3_2730-RA"
"cgd3_2740","cgd3_2740","CDS","CM000431","690777","692405","1","cgd3_2740-RA"
"cgd3_2750","cgd3_2750","CDS","CM000431","692540","693775","0","cgd3_2750-RA"
"cgd3_2760","cgd3_2760","CDS","CM000431","693980","695488","0","cgd3_2760-RA"
"cgd3_2770","cgd3_2770","CDS","CM000431","695522","698452","0","cgd3_2770-RA"
"cgd3_2780","cgd3_2780","CDS","CM000431","698463","701753","1","cgd3_2780-RA"
"cgd3_2790","cgd3_2790","CDS","CM000431","701911","704466","0","cgd3_2790-RA"
"cgd3_280","cgd3_280","CDS","CM000431","76894","81213","0","cgd3_280-RA"
"cgd3_2800","cgd3_2800","CDS","CM000431","704480","705070","1","cgd3_2800-RA"
"cgd3_2810","cgd3_2810","CDS","CM000431","705141","705875","1","cgd3_2810-RA"
"cgd3_2820","cgd3_2820","CDS","CM000431","705965","708436","0","cgd3_2820-RA"
"cgd3_2830","cgd3_2830","CDS","CM000431","708438","709322","1","cgd3_2830-RA"
"cgd3_2840","cgd3_2840","UTR","CM000431","709422","709598","0","cgd3_2840-RA"
"cgd3_2840","cgd3_2840","CDS","CM000431","709599","710252","0","cgd3_2840-RA"
"cgd3_2843","cgd3_2843","UTR","CM000431","710054","710305","1","cgd3_2843-RA"
"cgd3_2843","cgd3_2843","CDS","CM000431","710306","710599","1","cgd3_2843-RA"
"cgd3_2843","cgd3_2843","UTR","CM000431","710600","710653","1","cgd3_2843-RA"
"cgd3_2850","cgd3_2850","CDS","CM000431","710784","711893","1","cgd3_2850-RA"
"cgd3_2860","cgd3_2860","CDS","CM000431","712149","714149","1","cgd3_2860-RA"
"cgd3_2870","cgd3_2870","CDS","CM000431","714364","716697","1","cgd3_2870-RA"
"cgd3_2880","cgd3_2880","CDS","CM000431","716759","717517","1","cgd3_2880-RA"
"cgd3_2880","cgd3_2880","UTR","CM000431","717518","717532","1","cgd3_2880-RA"
"cgd3_2890","cgd3_2890","CDS","CM000431","717773","724912","0","cgd3_2890-RA"
"cgd3_290","cgd3_290","UTR","CM000431","84326","84390","1","cgd3_290-RA"
"cgd3_290","cgd3_290","CDS","CM000431","82451","84325","1","cgd3_290-RA"
"cgd3_290","cgd3_290","UTR","CM000431","82411","82450","1","cgd3_290-RA"
"cgd3_2900","cgd3_2900","CDS","CM000431","725143","727041","0","cgd3_2900-RA"
"cgd3_2910","cgd3_2910","CDS","CM000431","727091","727759","1","cgd3_2910-RA"
"cgd3_2920","cgd3_2920","CDS","CM000431","727870","728916","0","cgd3_2920-RA"
"cgd3_2930","cgd3_2930","CDS","CM000431","728935","730209","1","cgd3_2930-RA"
"cgd3_2940","cgd3_2940","CDS","CM000431","730395","731792","0","cgd3_2940-RA"
"cgd3_2940","cgd3_2940","UTR","CM000431","730362","730394","0","cgd3_2940-RA"
"cgd3_2950","cgd3_2950","CDS","CM000431","731899","732975","0","cgd3_2950-RA"
"cgd3_2960","cgd3_2960","CDS","CM000431","732982","741057","1","cgd3_2960-RA"
"cgd3_2970","cgd3_2970","CDS","CM000431","741512","745144","0","cgd3_2970-RA"
"cgd3_2980","cgd3_2980","CDS","CM000431","745200","748796","0","cgd3_2980-RA"
"cgd3_2990","cgd3_2990","CDS","CM000431","748868","752080","1","cgd3_2990-RA"
"cgd3_30","cgd3_30","CDS","CM000431","9337","10665","1","cgd3_30-RA"
"cgd3_300","cgd3_300","UTR","CM000431","86603","86869","1","cgd3_300-RA"
"cgd3_300","cgd3_300","CDS","CM000431","86870","88336","1","cgd3_300-RA"
"cgd3_300","cgd3_300","UTR","CM000431","88337","88443","1","cgd3_300-RA"
"cgd3_3000","cgd3_3000","CDS","CM000431","752199","753830","1","cgd3_3000-RA"
"cgd3_3010","cgd3_3010","CDS","CM000431","753863","761128","1","cgd3_3010-RA"
"cgd3_3020","cgd3_3020","CDS","CM000431","761774","762847","1","cgd3_3020-RA"
"cgd3_3030","cgd3_3030","CDS","CM000431","763047","764747","1","cgd3_3030-RA"
"cgd3_3040","cgd3_3040","CDS","CM000431","765322","766500","0","cgd3_3040-RA"
"cgd3_3050","cgd3_3050","CDS","CM000431","766669","767628","1","cgd3_3050-RA"
"cgd3_3060","cgd3_3060","CDS","CM000431","767862","771662","1","cgd3_3060-RA"
"cgd3_3063","cgd3_3063","UTR","CM000431","771758","771979","0","cgd3_3063-RA"
"cgd3_3063","cgd3_3063","UTR","CM000431","773450","773453","0","cgd3_3063-RA"
"cgd3_3063","cgd3_3063","CDS","CM000431","771980","773449","0","cgd3_3063-RA"
"cgd3_3070","cgd3_3070","CDS","CM000431","773383","775170","1","cgd3_3070-RA"
"cgd3_3073","cgd3_3073","UTR","CM000431","775151","775277","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","Intron","CM000431","775414","775463","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","CDS","CM000431","775464","775513","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","Intron","CM000431","775514","775556","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","CDS","CM000431","775557","775620","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","Intron","CM000431","775621","775673","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","CDS","CM000431","775674","775847","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","Intron","CM000431","775848","775900","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","CDS","CM000431","775901","776013","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","UTR","CM000431","776014","776045","1","cgd3_3073-RA"
"cgd3_3073","cgd3_3073","CDS","CM000431","775278","775413","1","cgd3_3073-RA"
"cgd3_3080","cgd3_3080","CDS","CM000431","776127","779132","0","cgd3_3080-RA"
"cgd3_3090","cgd3_3090","CDS","CM000431","779133","781037","1","cgd3_3090-RA"
"cgd3_310","cgd3_310","CDS","CM000431","89618","95254","0","cgd3_310-RA"
"cgd3_3100","cgd3_3100","CDS","CM000431","781370","783205","1","cgd3_3100-RA"
"cgd3_3110","cgd3_3110","CDS","CM000431","783405","784676","1","cgd3_3110-RA"
"cgd3_3120","cgd3_3120","CDS","CM000431","784931","785938","1","cgd3_3120-RA"
"cgd3_3130","cgd3_3130","CDS","CM000431","786206","787167","1","cgd3_3130-RA"
"cgd3_3130","cgd3_3130","CDS","CM000431","787228","787300","1","cgd3_3130-RA"
"cgd3_3130","cgd3_3130","UTR","CM000431","787628","787686","1","cgd3_3130-RA"
"cgd3_3130","cgd3_3130","CDS","CM000431","787466","787627","1","cgd3_3130-RA"
"cgd3_3130","cgd3_3130","Intron","CM000431","787301","787465","1","cgd3_3130-RA"
"cgd3_3130","cgd3_3130","Intron","CM000431","787168","787227","1","cgd3_3130-RA"
"cgd3_3140","cgd3_3140","UTR","CM000431","787866","787917","0","cgd3_3140-RA"
"cgd3_3140","cgd3_3140","CDS","CM000431","787918","790270","0","cgd3_3140-RA"
"cgd3_3150","cgd3_3150","CDS","CM000431","790379","791035","1","cgd3_3150-RA"
"cgd3_3160","cgd3_3160","CDS","CM000431","791534","792469","1","cgd3_3160-RA"
"cgd3_3170","cgd3_3170","CDS","CM000431","792700","793833","1","cgd3_3170-RA"
"cgd3_3170","cgd3_3170","UTR","CM000431","793834","793851","1","cgd3_3170-RA"
"cgd3_3180","cgd3_3180","CDS","CM000431","794660","796687","0","cgd3_3180-RA"
"cgd3_3190","cgd3_3190","CDS","CM000431","797010","798977","1","cgd3_3190-RA"
"cgd3_320","cgd3_320","CDS","CM000431","95291","96691","1","cgd3_320-RA"
"cgd3_320","cgd3_320","UTR","CM000431","96692","96700","1","cgd3_320-RA"
"cgd3_3200","cgd3_3200","Intron","CM000431","800363","800413","1","cgd3_3200-RA"
"cgd3_3200","cgd3_3200","CDS","CM000431","800414","800739","1","cgd3_3200-RA"
"cgd3_3200","cgd3_3200","CDS","CM000431","799471","800362","1","cgd3_3200-RA"
"cgd3_3210","cgd3_3210","UTR","CM000431","803876","803939","1","cgd3_3210-RA"
"cgd3_3210","cgd3_3210","UTR","CM000431","801269","801274","1","cgd3_3210-RA"
"cgd3_3210","cgd3_3210","CDS","CM000431","801275","801550","1","cgd3_3210-RA"
"cgd3_3210","cgd3_3210","Intron","CM000431","801551","801968","1","cgd3_3210-RA"
"cgd3_3210","cgd3_3210","CDS","CM000431","801969","802101","1","cgd3_3210-RA"
"cgd3_3210","cgd3_3210","Intron","CM000431","802102","802151","1","cgd3_3210-RA"
"cgd3_3210","cgd3_3210","CDS","CM000431","802152","803875","1","cgd3_3210-RA"
"cgd3_3220","cgd3_3220","CDS","CM000431","804433","805374","0","cgd3_3220-RA"
"cgd3_3230","cgd3_3230","CDS","CM000431","805371","810017","1","cgd3_3230-RA"
"cgd3_3240","cgd3_3240","CDS","CM000431","810153","810812","0","cgd3_3240-RA"
"cgd3_3250","cgd3_3250","CDS","CM000431","810755","811948","1","cgd3_3250-RA"
"cgd3_3260","cgd3_3260","CDS","CM000431","812076","812834","1","cgd3_3260-RA"
"cgd3_3270","cgd3_3270","CDS","CM000431","813044","813583","0","cgd3_3270-RA"
"cgd3_3280","cgd3_3280","CDS","CM000431","813951","815075","0","cgd3_3280-RA"
"cgd3_3290","cgd3_3290","CDS","CM000431","815170","815673","1","cgd3_3290-RA"
"cgd3_330","cgd3_330","CDS","CM000431","97253","98107","0","cgd3_330-RA"
"cgd3_3300","cgd3_3300","CDS","CM000431","816203","816562","0","cgd3_3300-RA"
"cgd3_3310","cgd3_3310","CDS","CM000431","816979","819138","1","cgd3_3310-RA"
"cgd3_3315","cgd3_3315","Exon","CM000431","819429","819500","1","cgd3_3315-RA"
"cgd3_3320","cgd3_3320","UTR","CM000431","819503","819627","1","cgd3_3320-RA"
"cgd3_3320","cgd3_3320","CDS","CM000431","819628","821157","1","cgd3_3320-RA"
"cgd3_3320","cgd3_3320","UTR","CM000431","821158","821275","1","cgd3_3320-RA"
"cgd3_3330","cgd3_3330","CDS","CM000431","821729","824620","0","cgd3_3330-RA"
"cgd3_3340","cgd3_3340","CDS","CM000431","825970","830307","1","cgd3_3340-RA"
"cgd3_335","cgd3_335","Exon","CM000431","98492","98564","0","cgd3_335-RA"
"cgd3_3350","cgd3_3350","UTR","CM000431","832888","833175","1","cgd3_3350-RA"
"cgd3_3350","cgd3_3350","UTR","CM000431","831092","831375","1","cgd3_3350-RA"
"cgd3_3350","cgd3_3350","CDS","CM000431","831376","832887","1","cgd3_3350-RA"
"cgd3_3360","cgd3_3360","CDS","CM000431","833446","835101","0","cgd3_3360-RA"
"cgd3_3360","cgd3_3360","UTR","CM000431","835102","835900","0","cgd3_3360-RA"
"cgd3_3360","cgd3_3360","UTR","CM000431","833311","833445","0","cgd3_3360-RA"
"cgd3_3370","cgd3_3370","CDS","CM000431","836478","841001","1","cgd3_3370-RA"
"cgd3_3380","cgd3_3380","UTR","CM000431","842264","842272","0","cgd3_3380-RA"
"cgd3_3380","cgd3_3380","CDS","CM000431","842273","844258","0","cgd3_3380-RA"
"cgd3_3390","cgd3_3390","CDS","CM000431","844337","848053","1","cgd3_3390-RA"
"cgd3_340","cgd3_340","CDS","CM000431","98668","99792","0","cgd3_340-RA"
"cgd3_3400","cgd3_3400","UTR","CM000431","848597","848785","0","cgd3_3400-RA"
"cgd3_3400","cgd3_3400","CDS","CM000431","848786","848929","0","cgd3_3400-RA"
"cgd3_3410","cgd3_3410","CDS","CM000431","849207","853817","0","cgd3_3410-RA"
"cgd3_3420","cgd3_3420","CDS","CM000431","853978","855174","1","cgd3_3420-RA"
"cgd3_343","cgd3_343","UTR","CM000431","99918","99946","1","cgd3_343-RA"
"cgd3_343","cgd3_343","CDS","CM000431","99708","99917","1","cgd3_343-RA"
"cgd3_343","cgd3_343","UTR","CM000431","99666","99707","1","cgd3_343-RA"
"cgd3_3430","cgd3_3430","CDS","CM000431","855744","861053","1","cgd3_3430-RA"
"cgd3_3440","cgd3_3440","CDS","CM000431","861731","863782","1","cgd3_3440-RA"
"cgd3_3450","cgd3_3450","UTR","CM000431","864278","864442","0","cgd3_3450-RA"
"cgd3_3450","cgd3_3450","CDS","CM000431","864443","865026","0","cgd3_3450-RA"
"cgd3_3460","cgd3_3460","CDS","CM000431","865133","866887","1","cgd3_3460-RA"
"cgd3_3470","cgd3_3470","CDS","CM000431","867619","868404","0","cgd3_3470-RA"
"cgd3_3480","cgd3_3480","CDS","CM000431","868396","876132","1","cgd3_3480-RA"
"cgd3_3490","cgd3_3490","CDS","CM000431","876908","879043","1","cgd3_3490-RA"
"cgd3_350","cgd3_350","CDS","CM000431","100292","101125","1","cgd3_350-RA"
"cgd3_3500","cgd3_3500","CDS","CM000431","879363","880412","0","cgd3_3500-RA"
"cgd3_3510","cgd3_3510","CDS","CM000431","880672","881037","0","cgd3_3510-RA"
"cgd3_3520","cgd3_3520","CDS","CM000431","881241","884060","1","cgd3_3520-RA"
"cgd3_3533","cgd3_3533","UTR","CM000431","886024","886066","0","cgd3_3533-RA"
"cgd3_3533","cgd3_3533","CDS","CM000431","885710","886023","0","cgd3_3533-RA"
"cgd3_3533","cgd3_3533","Intron","CM000431","885659","885709","0","cgd3_3533-RA"
"cgd3_3533","cgd3_3533","Intron","CM000431","885228","885337","0","cgd3_3533-RA"
"cgd3_3533","cgd3_3533","CDS","CM000431","885038","885227","0","cgd3_3533-RA"
"cgd3_3533","cgd3_3533","CDS","CM000431","885338","885658","0","cgd3_3533-RA"
"cgd3_3550","cgd3_3550","CDS","CM000431","886403","889750","0","cgd3_3550-RA"
"cgd3_3560","cgd3_3560","CDS","CM000431","890115","891932","1","cgd3_3560-RA"
"cgd3_3570","cgd3_3570","CDS","CM000431","892814","897439","0","cgd3_3570-RA"
"cgd3_3580","cgd3_3580","UTR","CM000431","898786","898854","1","cgd3_3580-RA"
"cgd3_3580","cgd3_3580","UTR","CM000431","897496","897678","1","cgd3_3580-RA"
"cgd3_3580","cgd3_3580","CDS","CM000431","897679","898785","1","cgd3_3580-RA"
"cgd3_3583","cgd3_3583","UTR","CM000431","899316","899358","1","cgd3_3583-RA"
"cgd3_3583","cgd3_3583","CDS","CM000431","899359","899604","1","cgd3_3583-RA"
"cgd3_3583","cgd3_3583","UTR","CM000431","899605","899634","1","cgd3_3583-RA"
"cgd3_3590","cgd3_3590","UTR","CM000431","901926","901961","1","cgd3_3590-RA"
"cgd3_3590","cgd3_3590","CDS","CM000431","900048","901925","1","cgd3_3590-RA"
"cgd3_360","cgd3_360","CDS","CM000431","101820","102212","0","cgd3_360-RA"
"cgd3_3600","cgd3_3600","CDS","CM000431","902328","903908","1","cgd3_3600-RA"
"cgd3_3610","cgd3_3610","UTR","CM000431","904632","904640","0","cgd3_3610-RA"
"cgd3_3610","cgd3_3610","CDS","CM000431","904641","906038","0","cgd3_3610-RA"
"cgd3_3620","cgd3_3620","UTR","CM000431","906689","906790","0","cgd3_3620-RA"
"cgd3_3620","cgd3_3620","CDS","CM000431","906791","911434","0","cgd3_3620-RA"
"cgd3_3630","cgd3_3630","CDS","CM000431","912082","913554","0","cgd3_3630-RA"
"cgd3_3640","cgd3_3640","CDS","CM000431","913771","916077","1","cgd3_3640-RA"
"cgd3_3650","cgd3_3650","CDS","CM000431","916427","917842","1","cgd3_3650-RA"
"cgd3_3660","cgd3_3660","UTR","CM000431","918997","919105","1","cgd3_3660-RA"
"cgd3_3660","cgd3_3660","CDS","CM000431","918736","918996","1","cgd3_3660-RA"
"cgd3_3660","cgd3_3660","UTR","CM000431","918663","918735","1","cgd3_3660-RA"
"cgd3_3670","cgd3_3670","CDS","CM000431","919484","920242","0","cgd3_3670-RA"
"cgd3_3680","cgd3_3680","UTR","CM000431","920684","920698","0","cgd3_3680-RA"
"cgd3_3680","cgd3_3680","CDS","CM000431","920699","922669","0","cgd3_3680-RA"
"cgd3_3690","cgd3_3690","CDS","CM000431","922671","924260","1","cgd3_3690-RA"
"cgd3_370","cgd3_370","UTR","CM000431","103784","104443","1","cgd3_370-RA"
"cgd3_370","cgd3_370","CDS","CM000431","103469","103783","1","cgd3_370-RA"
"cgd3_370","cgd3_370","UTR","CM000431","102753","103468","1","cgd3_370-RA"
"cgd3_3700","cgd3_3700","UTR","CM000431","924914","924934","0","cgd3_3700-RA"
"cgd3_3700","cgd3_3700","CDS","CM000431","924935","925078","0","cgd3_3700-RA"
"cgd3_3700","cgd3_3700","Intron","CM000431","925079","925167","0","cgd3_3700-RA"
"cgd3_3700","cgd3_3700","CDS","CM000431","925168","925569","0","cgd3_3700-RA"
"cgd3_3700","cgd3_3700","Intron","CM000431","925570","925637","0","cgd3_3700-RA"
"cgd3_3700","cgd3_3700","CDS","CM000431","925638","928112","0","cgd3_3700-RA"
"cgd3_3710","cgd3_3710","CDS","CM000431","928941","930581","0","cgd3_3710-RA"
"cgd3_3720","cgd3_3720","CDS","CM000431","931097","931417","0","cgd3_3720-RA"
"cgd3_3730","cgd3_3730","CDS","CM000431","931639","932007","1","cgd3_3730-RA"
"cgd3_3740","cgd3_3740","CDS","CM000431","932693","936043","0","cgd3_3740-RA"
"cgd3_3740","cgd3_3740","Intron","CM000431","936044","936105","0","cgd3_3740-RA"
"cgd3_3740","cgd3_3740","CDS","CM000431","936106","936498","0","cgd3_3740-RA"
"cgd3_3740","cgd3_3740","UTR","CM000431","936499","936502","0","cgd3_3740-RA"
"cgd3_3750","cgd3_3750","CDS","CM000431","937360","937803","1","cgd3_3750-RA"
"cgd3_3750","cgd3_3750","UTR","CM000431","937804","937836","1","cgd3_3750-RA"
"cgd3_3760","cgd3_3760","Intron","CM000431","938317","938559","0","cgd3_3760-RA"
"cgd3_3760","cgd3_3760","UTR","CM000431","938035","938205","0","cgd3_3760-RA"
"cgd3_3760","cgd3_3760","CDS","CM000431","938560","938991","0","cgd3_3760-RA"
"cgd3_3760","cgd3_3760","CDS","CM000431","938206","938316","0","cgd3_3760-RA"
"cgd3_3770","cgd3_3770","UTR","CM000431","940090","940125","0","cgd3_3770-RA"
"cgd3_3770","cgd3_3770","CDS","CM000431","940126","942225","0","cgd3_3770-RA"
"cgd3_3780","cgd3_3780","CDS","CM000431","942690","945116","1","cgd3_3780-RA"
"cgd3_3790","cgd3_3790","UTR","CM000431","945329","945711","1","cgd3_3790-RA"
"cgd3_3790","cgd3_3790","CDS","CM000431","945712","946239","1","cgd3_3790-RA"
"cgd3_3790","cgd3_3790","CDS","CM000431","946323","946325","1","cgd3_3790-RA"
"cgd3_3790","cgd3_3790","UTR","CM000431","946326","946488","1","cgd3_3790-RA"
"cgd3_3790","cgd3_3790","Intron","CM000431","946240","946322","1","cgd3_3790-RA"
"cgd3_380","cgd3_380","CDS","CM000431","104162","107344","0","cgd3_380-RA"
"cgd3_3800","cgd3_3800","CDS","CM000431","947306","948691","0","cgd3_3800-RA"
"cgd3_3810","cgd3_3810","CDS","CM000431","948772","949182","1","cgd3_3810-RA"
"cgd3_3810","cgd3_3810","UTR","CM000431","949183","949191","1","cgd3_3810-RA"
"cgd3_3820","cgd3_3820","CDS","CM000431","949723","952200","0","cgd3_3820-RA"
"cgd3_3830","cgd3_3830","UTR","CM000431","952513","952625","1","cgd3_3830-RA"
"cgd3_3830","cgd3_3830","CDS","CM000431","952626","954404","1","cgd3_3830-RA"
"cgd3_3830","cgd3_3830","UTR","CM000431","954405","954473","1","cgd3_3830-RA"
"cgd3_3840","cgd3_3840","CDS","CM000431","955858","959160","0","cgd3_3840-RA"
"cgd3_3840","cgd3_3840","UTR","CM000431","955802","955857","0","cgd3_3840-RA"
"cgd3_3840","cgd3_3840","UTR","CM000431","959161","959460","0","cgd3_3840-RA"
"cgd3_3850","cgd3_3850","UTR","CM000431","959837","959842","0","cgd3_3850-RA"
"cgd3_3850","cgd3_3850","CDS","CM000431","959843","961399","0","cgd3_3850-RA"
"cgd3_3860","cgd3_3860","CDS","CM000431","962289","963734","0","cgd3_3860-RA"
"cgd3_3860","cgd3_3860","UTR","CM000431","962253","962288","0","cgd3_3860-RA"
"cgd3_3870","cgd3_3870","UTR","CM000431","963908","964315","0","cgd3_3870-RA"
"cgd3_3870","cgd3_3870","CDS","CM000431","964316","964906","0","cgd3_3870-RA"
"cgd3_3870","cgd3_3870","UTR","CM000431","964907","965411","0","cgd3_3870-RA"
"cgd3_3880","cgd3_3880","CDS","CM000431","965793","968900","0","cgd3_3880-RA"
"cgd3_3890","cgd3_3890","CDS","CM000431","969248","969577","1","cgd3_3890-RA"
"cgd3_3890","cgd3_3890","UTR","CM000431","969578","969741","1","cgd3_3890-RA"
"cgd3_3890","cgd3_3890","UTR","CM000431","969037","969247","1","cgd3_3890-RA"
"cgd3_390","cgd3_390","CDS","CM000431","108524","110812","1","cgd3_390-RA"
"cgd3_3900","cgd3_3900","CDS","CM000431","970361","973384","0","cgd3_3900-RA"
"cgd3_3910","cgd3_3910","CDS","CM000431","973452","975605","1","cgd3_3910-RA"
"cgd3_3920","cgd3_3920","CDS","CM000431","976034","977593","1","cgd3_3920-RA"
"cgd3_3930","cgd3_3930","UTR","CM000431","978676","978835","0","cgd3_3930-RA"
"cgd3_3930","cgd3_3930","UTR","CM000431","979115","979448","0","cgd3_3930-RA"
"cgd3_3930","cgd3_3930","CDS","CM000431","978836","979114","0","cgd3_3930-RA"
"cgd3_3940","cgd3_3940","CDS","CM000431","980283","981602","0","cgd3_3940-RA"
"cgd3_3940","cgd3_3940","UTR","CM000431","979945","980282","0","cgd3_3940-RA"
"cgd3_3950","cgd3_3950","CDS","CM000431","981926","982825","1","cgd3_3950-RA"
"cgd3_3960","cgd3_3960","CDS","CM000431","983645","986089","0","cgd3_3960-RA"
"cgd3_3960","cgd3_3960","Intron","CM000431","983524","983644","0","cgd3_3960-RA"
"cgd3_3960","cgd3_3960","CDS","CM000431","983467","983523","0","cgd3_3960-RA"
"cgd3_3960","cgd3_3960","UTR","CM000431","983461","983466","0","cgd3_3960-RA"
"cgd3_3960","cgd3_3960","UTR","CM000431","986399","986418","0","cgd3_3960-RA"
"cgd3_3960","cgd3_3960","CDS","CM000431","986195","986398","0","cgd3_3960-RA"
"cgd3_3960","cgd3_3960","Intron","CM000431","986090","986194","0","cgd3_3960-RA"
"cgd3_3970","cgd3_3970","CDS","CM000431","987327","987866","0","cgd3_3970-RA"
"cgd3_3980","cgd3_3980","CDS","CM000431","988193","990592","0","cgd3_3980-RA"
