"Gene ID","Ontology","GO ID","Is Not","GO Term Name","Source","Evidence Code","Reference","Support for Evidence Code Assignment","sort_key","Transcript ID(s)"
"cgd2_1150","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd2_1150-RA"
"cgd2_1160","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd2_1160-RA"
"cgd2_1160","Cellular Component","GO:0005852","N/A","eukaryotic translation initiation factor 3 complex","Interpro","IEA","N/A","N/A","CGO:0005852","cgd2_1160-RA"
"cgd2_1160","Molecular Function","GO:0003743","N/A","translation initiation factor activity","Interpro","IEA","N/A","N/A","MGO:0003743","cgd2_1160-RA"
"cgd2_1170","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd2_1170-RA"
"cgd2_1190","Biological Process","GO:0001510","N/A","RNA methylation","Interpro","IEA","N/A","N/A","BGO:0001510","cgd2_1190-RA"
"cgd2_1190","Biological Process","GO:0009452","N/A","7-methylguanosine RNA capping","Interpro","IEA","N/A","N/A","BGO:0009452","cgd2_1190-RA"
"cgd2_1190","Molecular Function","GO:0008168","N/A","methyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0008168","cgd2_1190-RA"
"cgd2_120","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd2_120-RA"
"cgd2_120","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd2_120-RA"
"cgd2_120","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd2_120-RA"
"cgd2_120","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd2_120-RA"
"cgd2_1200","Biological Process","GO:0006629","N/A","lipid metabolic process","Interpro","IEA","N/A","N/A","BGO:0006629","cgd2_1200-RA"
"cgd2_1200","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd2_1200-RA"
"cgd2_1200","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd2_1200-RA"
"cgd2_1200","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd2_1200-RA"
"cgd2_1200","Molecular Function","GO:0016627","N/A","oxidoreductase activity, acting on the CH-CH group of donors","Interpro","IEA","N/A","N/A","MGO:0016627","cgd2_1200-RA"
"cgd2_1210","Biological Process","GO:0006388","N/A","tRNA splicing, via endonucleolytic cleavage and ligation","Interpro","IEA","N/A","N/A","BGO:0006388","cgd2_1210-RA"
"cgd2_1210","Molecular Function","GO:0016772","N/A","transferase activity, transferring phosphorus-containing groups","Interpro","IEA","N/A","N/A","MGO:0016772","cgd2_1210-RA"
"cgd2_1230","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd2_1230-RA"
"cgd2_1240","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd2_1240-RA"
"cgd2_1240","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd2_1240-RA"
"cgd2_1250","Biological Process","GO:0006270","N/A","DNA replication initiation","Interpro","IEA","N/A","N/A","BGO:0006270","cgd2_1250-RA"
"cgd2_1250","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd2_1250-RA"
"cgd2_1250","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1250-RA"
"cgd2_1270","Biological Process","GO:0009190","N/A","cyclic nucleotide biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0009190","cgd2_1270-RA"
"cgd2_1270","Biological Process","GO:0035556","N/A","intracellular signal transduction","Interpro","IEA","N/A","N/A","BGO:0035556","cgd2_1270-RA"
"cgd2_1270","Molecular Function","GO:0016849","N/A","phosphorus-oxygen lyase activity","Interpro","IEA","N/A","N/A","MGO:0016849","cgd2_1270-RA"
"cgd2_1280","Molecular Function","GO:0046872","N/A","metal ion binding","Interpro","IEA","N/A","N/A","MGO:0046872","cgd2_1280-RA"
"cgd2_1300","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd2_1300-RA"
"cgd2_1300","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd2_1300-RA"
"cgd2_1300","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd2_1300-RA"
"cgd2_1300","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1300-RA"
"cgd2_1330","Biological Process","GO:0006457","N/A","protein folding","Interpro","IEA","N/A","N/A","BGO:0006457","cgd2_1330-RA"
"cgd2_1330","Molecular Function","GO:0031072","N/A","heat shock protein binding","Interpro","IEA","N/A","N/A","MGO:0031072","cgd2_1330-RA"
"cgd2_1330","Molecular Function","GO:0051082","N/A","unfolded protein binding","Interpro","IEA","N/A","N/A","MGO:0051082","cgd2_1330-RA"
"cgd2_1350","Biological Process","GO:0030163","N/A","protein catabolic process","Interpro","IEA","N/A","N/A","BGO:0030163","cgd2_1350-RA"
"cgd2_1350","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd2_1350-RA"
"cgd2_1350","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1350-RA"
"cgd2_1350","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd2_1350-RA"
"cgd2_1360","Biological Process","GO:0015986","N/A","ATP synthesis coupled proton transport","Interpro","IEA","N/A","N/A","BGO:0015986","cgd2_1360-RA"
"cgd2_1360","Biological Process","GO:0046034","N/A","ATP metabolic process","Interpro","IEA","N/A","N/A","BGO:0046034","cgd2_1360-RA"
"cgd2_1360","Biological Process","GO:1902600","N/A","proton transmembrane transport","Interpro","IEA","N/A","N/A","BGO:1902600","cgd2_1360-RA"
"cgd2_1360","Cellular Component","GO:0045261","N/A","proton-transporting ATP synthase complex, catalytic core F(1)","Interpro","IEA","N/A","N/A","CGO:0045261","cgd2_1360-RA"
"cgd2_1360","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1360-RA"
"cgd2_1360","Molecular Function","GO:0046933","N/A","proton-transporting ATP synthase activity, rotational mechanism","Interpro","IEA","N/A","N/A","MGO:0046933","cgd2_1360-RA"
"cgd2_1430","Cellular Component","GO:0005869","N/A","dynactin complex","Interpro","IEA","N/A","N/A","CGO:0005869","cgd2_1430-RA"
"cgd2_1440","Biological Process","GO:0006511","N/A","ubiquitin-dependent protein catabolic process","Interpro","IEA","N/A","N/A","BGO:0006511","cgd2_1440-RA"
"cgd2_1440","Biological Process","GO:0051603","N/A","proteolysis involved in cellular protein catabolic process","Interpro","IEA","N/A","N/A","BGO:0051603","cgd2_1440-RA"
"cgd2_1440","Cellular Component","GO:0005839","N/A","proteasome core complex","Interpro","IEA","N/A","N/A","CGO:0005839","cgd2_1440-RA"
"cgd2_1440","Cellular Component","GO:0019773","N/A","proteasome core complex, alpha-subunit complex","Interpro","IEA","N/A","N/A","CGO:0019773","cgd2_1440-RA"
"cgd2_1440","Molecular Function","GO:0004175","N/A","endopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004175","cgd2_1440-RA"
"cgd2_1440","Molecular Function","GO:0004298","N/A","threonine-type endopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004298","cgd2_1440-RA"
"cgd2_1450","Biological Process","GO:0055085","N/A","transmembrane transport","Interpro","IEA","N/A","N/A","BGO:0055085","cgd2_1450-RA"
"cgd2_1450","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd2_1450-RA"
"cgd2_1460","Biological Process","GO:0016925","N/A","protein sumoylation","Interpro","IEA","N/A","N/A","BGO:0016925","cgd2_1460-RA"
"cgd2_1460","Molecular Function","GO:0008641","N/A","ubiquitin-like modifier activating enzyme activity","Interpro","IEA","N/A","N/A","MGO:0008641","cgd2_1460-RA"
"cgd2_1460","Molecular Function","GO:0019948","N/A","SUMO activating enzyme activity","Interpro","IEA","N/A","N/A","MGO:0019948","cgd2_1460-RA"
"cgd2_1480","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd2_1480-RA"
"cgd2_1510","Biological Process","GO:0001522","N/A","pseudouridine synthesis","Interpro","IEA","N/A","N/A","BGO:0001522","cgd2_1510-RA"
"cgd2_1510","Biological Process","GO:0009451","N/A","RNA modification","Interpro","IEA","N/A","N/A","BGO:0009451","cgd2_1510-RA"
"cgd2_1510","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd2_1510-RA"
"cgd2_1510","Molecular Function","GO:0009982","N/A","pseudouridine synthase activity","Interpro","IEA","N/A","N/A","MGO:0009982","cgd2_1510-RA"
"cgd2_1590","Biological Process","GO:0006508","N/A","proteolysis","Interpro","IEA","N/A","N/A","BGO:0006508","cgd2_1590-RA"
"cgd2_1590","Cellular Component","GO:0005576","N/A","extracellular region","Interpro","IEA","N/A","N/A","CGO:0005576","cgd2_1590-RA"
"cgd2_1590","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd2_1590-RA"
"cgd2_1590","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd2_1590-RA"
"cgd2_1600","Biological Process","GO:0006270","N/A","DNA replication initiation","Interpro","IEA","N/A","N/A","BGO:0006270","cgd2_1600-RA"
"cgd2_1600","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd2_1600-RA"
"cgd2_1600","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1600-RA"
"cgd2_1610","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd2_1610-RA"
"cgd2_1610","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd2_1610-RA"
"cgd2_1610","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1610-RA"
"cgd2_1630","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd2_1630-RA"
"cgd2_1640","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd2_1640-RA"
"cgd2_1640","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd2_1640-RA"
"cgd2_1650","Biological Process","GO:0018279","N/A","protein N-linked glycosylation via asparagine","Interpro","IEA","N/A","N/A","BGO:0018279","cgd2_1650-RA"
"cgd2_1650","Cellular Component","GO:0005789","N/A","endoplasmic reticulum membrane","Interpro","IEA","N/A","N/A","CGO:0005789","cgd2_1650-RA"
"cgd2_1660","Biological Process","GO:0000413","N/A","protein peptidyl-prolyl isomerization","Interpro","IEA","N/A","N/A","BGO:0000413","cgd2_1660-RA"
"cgd2_1660","Molecular Function","GO:0003755","N/A","peptidyl-prolyl cis-trans isomerase activity","Interpro","IEA","N/A","N/A","MGO:0003755","cgd2_1660-RA"
"cgd2_1670","Molecular Function","GO:0046982","N/A","protein heterodimerization activity","Interpro","IEA","N/A","N/A","MGO:0046982","cgd2_1670-RA"
"cgd2_170","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd2_170-RA"
"cgd2_170","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd2_170-RA"
"cgd2_170","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd2_170-RA"
"cgd2_170","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd2_170-RA"
"cgd2_1700","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd2_1700-RA"
"cgd2_1740","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd2_1740-RA"
"cgd2_1740","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd2_1740-RA"
"cgd2_1760","Molecular Function","GO:0005096","N/A","GTPase activator activity","Interpro","IEA","N/A","N/A","MGO:0005096","cgd2_1760-RA"
"cgd2_1770","Biological Process","GO:0009058","N/A","biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0009058","cgd2_1770-RA"
"cgd2_1770","Molecular Function","GO:0016779","N/A","nucleotidyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0016779","cgd2_1770-RA"
"cgd2_1790","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd2_1790-RA"
"cgd2_180","Biological Process","GO:0006397","N/A","mRNA processing","Interpro","IEA","N/A","N/A","BGO:0006397","cgd2_180-RA"
"cgd2_1800","Biological Process","GO:0006457","N/A","protein folding","Interpro","IEA","N/A","N/A","BGO:0006457","cgd2_1800-RA"
"cgd2_1800","Molecular Function","GO:0051082","N/A","unfolded protein binding","Interpro","IEA","N/A","N/A","MGO:0051082","cgd2_1800-RA"
"cgd2_1820","Molecular Function","GO:0046872","N/A","metal ion binding","Interpro","IEA","N/A","N/A","MGO:0046872","cgd2_1820-RA"
"cgd2_1830","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd2_1830-RA"
"cgd2_1830","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd2_1830-RA"
"cgd2_1830","Molecular Function","GO:0004674","N/A","protein serine/threonine kinase activity","Interpro","IEA","N/A","N/A","MGO:0004674","cgd2_1830-RA"
"cgd2_1830","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1830-RA"
"cgd2_1850","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd2_1850-RA"
"cgd2_1870","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd2_1870-RA"
"cgd2_1880","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd2_1880-RA"
"cgd2_1880","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd2_1880-RA"
"cgd2_1880","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1880-RA"
"cgd2_190","Biological Process","GO:0016192","N/A","vesicle-mediated transport","Interpro","IEA","N/A","N/A","BGO:0016192","cgd2_190-RA"
"cgd2_1940","Molecular Function","GO:0003924","N/A","GTPase activity","Interpro","IEA","N/A","N/A","MGO:0003924","cgd2_1940-RA"
"cgd2_1940","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd2_1940-RA"
"cgd2_1950","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd2_1950-RA"
"cgd2_1960","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd2_1960-RA"
"cgd2_1960","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd2_1960-RA"
"cgd2_1960","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_1960-RA"
"cgd2_2010","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd2_2010-RA"
"cgd2_2040","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd2_2040-RA"
"cgd2_2050","Biological Process","GO:0006511","N/A","ubiquitin-dependent protein catabolic process","Interpro","IEA","N/A","N/A","BGO:0006511","cgd2_2050-RA"
"cgd2_2050","Biological Process","GO:0051603","N/A","proteolysis involved in cellular protein catabolic process","Interpro","IEA","N/A","N/A","BGO:0051603","cgd2_2050-RA"
"cgd2_2050","Cellular Component","GO:0005839","N/A","proteasome core complex","Interpro","IEA","N/A","N/A","CGO:0005839","cgd2_2050-RA"
"cgd2_2050","Cellular Component","GO:0019773","N/A","proteasome core complex, alpha-subunit complex","Interpro","IEA","N/A","N/A","CGO:0019773","cgd2_2050-RA"
"cgd2_2050","Molecular Function","GO:0004175","N/A","endopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004175","cgd2_2050-RA"
"cgd2_2050","Molecular Function","GO:0004298","N/A","threonine-type endopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004298","cgd2_2050-RA"
"cgd2_2060","Biological Process","GO:0006289","N/A","nucleotide-excision repair","Interpro","IEA","N/A","N/A","BGO:0006289","cgd2_2060-RA"
"cgd2_2060","Cellular Component","GO:0000439","N/A","transcription factor TFIIH core complex","Interpro","IEA","N/A","N/A","CGO:0000439","cgd2_2060-RA"
"cgd2_2060","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd2_2060-RA"
"cgd2_2060","Molecular Function","GO:0001671","N/A","ATPase activator activity","Interpro","IEA","N/A","N/A","MGO:0001671","cgd2_2060-RA"
"cgd2_2070","Molecular Function","GO:0003924","N/A","GTPase activity","Interpro","IEA","N/A","N/A","MGO:0003924","cgd2_2070-RA"
"cgd2_2070","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd2_2070-RA"
"cgd2_2080","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd2_2080-RA"
"cgd2_210","Biological Process","GO:0005975","N/A","carbohydrate metabolic process","Interpro","IEA","N/A","N/A","BGO:0005975","cgd2_210-RA"
"cgd2_210","Biological Process","GO:0006072","N/A","glycerol-3-phosphate metabolic process","Interpro","IEA","N/A","N/A","BGO:0006072","cgd2_210-RA"
"cgd2_210","Biological Process","GO:0046168","N/A","glycerol-3-phosphate catabolic process","Interpro","IEA","N/A","N/A","BGO:0046168","cgd2_210-RA"
"cgd2_210","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd2_210-RA"
"cgd2_210","Cellular Component","GO:0009331","N/A","glycerol-3-phosphate dehydrogenase complex","Interpro","IEA","N/A","N/A","CGO:0009331","cgd2_210-RA"
"cgd2_210","Molecular Function","GO:0004367","N/A","glycerol-3-phosphate dehydrogenase [NAD+] activity","Interpro","IEA","N/A","N/A","MGO:0004367","cgd2_210-RA"
"cgd2_210","Molecular Function","GO:0016616","N/A","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","Interpro","IEA","N/A","N/A","MGO:0016616","cgd2_210-RA"
"cgd2_210","Molecular Function","GO:0042803","N/A","protein homodimerization activity","Interpro","IEA","N/A","N/A","MGO:0042803","cgd2_210-RA"
"cgd2_210","Molecular Function","GO:0051287","N/A","NAD binding","Interpro","IEA","N/A","N/A","MGO:0051287","cgd2_210-RA"
"cgd2_2130","Biological Process","GO:0006096","N/A","glycolytic process","Interpro","IEA","N/A","N/A","BGO:0006096","cgd2_2130-RA"
"cgd2_2130","Molecular Function","GO:0003872","N/A","6-phosphofructokinase activity","Interpro","IEA","N/A","N/A","MGO:0003872","cgd2_2130-RA"
"cgd2_2170","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd2_2170-RA"
"cgd2_220","Biological Process","GO:0006355","N/A","regulation of transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006355","cgd2_220-RA"
"cgd2_2200","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd2_2200-RA"
"cgd2_2200","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd2_2200-RA"
"cgd2_2200","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd2_2200-RA"
"cgd2_2200","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd2_2200-RA"
"cgd2_2230","Biological Process","GO:1901031","N/A","regulation of response to reactive oxygen species","Interpro","IEA","N/A","N/A","BGO:1901031","cgd2_2230-RA"
"cgd2_2230","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd2_2230-RA"
"cgd2_2250","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd2_2250-RA"
"cgd2_2260","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd2_2260-RA"
"cgd2_2280","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd2_2280-RA"
"cgd2_2290","Biological Process","GO:0000079","N/A","regulation of cyclin-dependent protein serine/threonine kinase activity","Interpro","IEA","N/A","N/A","BGO:0000079","cgd2_2290-RA"
"cgd2_2290","Molecular Function","GO:0019901","N/A","protein kinase binding","Interpro","IEA","N/A","N/A","MGO:0019901","cgd2_2290-RA"
"cgd2_230","Biological Process","GO:0046856","N/A","phosphatidylinositol dephosphorylation","Interpro","IEA","N/A","N/A","BGO:0046856","cgd2_230-RA"
"cgd2_230","Molecular Function","GO:0042578","N/A","phosphoric ester hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0042578","cgd2_230-RA"
"cgd2_2300","Biological Process","GO:0006561","N/A","proline biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006561","cgd2_2300-RA"
"cgd2_2300","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd2_2300-RA"
"cgd2_2300","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd2_2300-RA"
"cgd2_2300","Molecular Function","GO:0004349","N/A","glutamate 5-kinase activity","Interpro","IEA","N/A","N/A","MGO:0004349","cgd2_2300-RA"
"cgd2_2310","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd2_2310-RA"
"cgd2_2310","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd2_2310-RA"
"cgd2_2310","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_2310-RA"
"cgd2_2340","Biological Process","GO:0016310","N/A","phosphorylation","Interpro","IEA","N/A","N/A","BGO:0016310","cgd2_2340-RA"
"cgd2_2340","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd2_2340-RA"
"cgd2_2340","Molecular Function","GO:0016301","N/A","kinase activity","Interpro","IEA","N/A","N/A","MGO:0016301","cgd2_2340-RA"
"cgd2_2350","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd2_2350-RA"
"cgd2_2400","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd2_2400-RA"
"cgd2_2400","Molecular Function","GO:0000166","N/A","nucleotide binding","Interpro","IEA","N/A","N/A","MGO:0000166","cgd2_2400-RA"
"cgd2_2410","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd2_2410-RA"
"cgd2_2420","Biological Process","GO:0001522","N/A","pseudouridine synthesis","Interpro","IEA","N/A","N/A","BGO:0001522","cgd2_2420-RA"
"cgd2_2420","Biological Process","GO:0009451","N/A","RNA modification","Interpro","IEA","N/A","N/A","BGO:0009451","cgd2_2420-RA"
"cgd2_2420","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd2_2420-RA"
"cgd2_2420","Molecular Function","GO:0009982","N/A","pseudouridine synthase activity","Interpro","IEA","N/A","N/A","MGO:0009982","cgd2_2420-RA"
"cgd2_2430","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd2_2430-RA"
"cgd2_2480","Biological Process","GO:0006508","N/A","proteolysis","Interpro","IEA","N/A","N/A","BGO:0006508","cgd2_2480-RA"
"cgd2_2480","Molecular Function","GO:0004177","N/A","aminopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004177","cgd2_2480-RA"
"cgd2_2480","Molecular Function","GO:0008235","N/A","metalloexopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0008235","cgd2_2480-RA"
"cgd2_250","Biological Process","GO:1902600","N/A","proton transmembrane transport","Interpro","IEA","N/A","N/A","BGO:1902600","cgd2_250-RA"
"cgd2_250","Cellular Component","GO:0016471","N/A","vacuolar proton-transporting V-type ATPase complex","Interpro","IEA","N/A","N/A","CGO:0016471","cgd2_250-RA"
"cgd2_250","Molecular Function","GO:0042626","N/A","ATPase activity, coupled to transmembrane movement of substances","Interpro","IEA","N/A","N/A","MGO:0042626","cgd2_250-RA"
"cgd2_2500","Biological Process","GO:0006260","N/A","DNA replication","Interpro","IEA","N/A","N/A","BGO:0006260","cgd2_2500-RA"
"cgd2_2500","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd2_2500-RA"
"cgd2_2500","Molecular Function","GO:0003887","N/A","DNA-directed DNA polymerase activity","Interpro","IEA","N/A","N/A","MGO:0003887","cgd2_2500-RA"
"cgd2_2510","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd2_2510-RA"
"cgd2_2510","Molecular Function","GO:0016614","N/A","oxidoreductase activity, acting on CH-OH group of donors","Interpro","IEA","N/A","N/A","MGO:0016614","cgd2_2510-RA"
"cgd2_2510","Molecular Function","GO:0050660","N/A","flavin adenine dinucleotide binding","Interpro","IEA","N/A","N/A","MGO:0050660","cgd2_2510-RA"
"cgd2_2540","Biological Process","GO:0045454","N/A","cell redox homeostasis","Interpro","IEA","N/A","N/A","BGO:0045454","cgd2_2540-RA"
"cgd2_2540","Molecular Function","GO:0009055","N/A","electron transfer activity","Interpro","IEA","N/A","N/A","MGO:0009055","cgd2_2540-RA"
"cgd2_2540","Molecular Function","GO:0015035","N/A","protein disulfide oxidoreductase activity","Interpro","IEA","N/A","N/A","MGO:0015035","cgd2_2540-RA"
"cgd2_2660","Biological Process","GO:0090481","N/A","pyrimidine nucleotide-sugar transmembrane transport","Interpro","IEA","N/A","N/A","BGO:0090481","cgd2_2660-RA"
"cgd2_2660","Cellular Component","GO:0000139","N/A","Golgi membrane","Interpro","IEA","N/A","N/A","CGO:0000139","cgd2_2660-RA"
